# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Intrasporangiaceae_Oryzobacter                   -          A1d2_forward         -                7     890       3     900       1     900    1467    +    3.2e-149  496.7  18.8  -
Sphingomonadaceae_Parablastomonas                -          A1d2_forward         -                2     829      31     900      30     900    1397    +    3.4e-149  496.6  17.6  -
Polyangiaceae_Sorangium                          -          A1d2_forward         -               25     936       3     900       1     900    1520    +    3.4e-149  496.7  17.5  -
Clostridiaceae_Oceanirhabdus                     -          A1d2_forward         -               23     895       3     900       1     900    1473    +      4e-149  496.3  18.4  -
Myxococcaceae_Pyxidicoccus                       -          A1d2_forward         -                3     914       3     900       1     900    1493    +    4.1e-149  496.1  17.8  -
Desulfovibrionaceae_Bilophila                    -          A1d2_forward         -               19     925       3     900       1     900    1500    +    4.4e-149  496.1  18.0  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          A1d2_forward         -                3     873       3     899       2     900    1447    +    4.4e-149  496.3  18.0  -
Polyangiaceae_Byssovorax                         -          A1d2_forward         -               17     927       3     900       1     900    1529    +    4.7e-149  496.2  17.7  -
Xanthobacteraceae_Pseudolabrys                   -          A1d2_forward         -                3     794      71     900      69     900    1386    +      5e-149  496.1  17.5  -
Flavobacteriaceae_Cloacibacterium                -          A1d2_forward         -                4     890       4     900       2     900    1439    +    5.2e-149  495.6  17.8  -
Paenibacillaceae_Oxalophagus                     -          A1d2_forward         -                5     901       3     899       1     900    1497    +    5.3e-149  496.0  17.7  -
Vulgatibacteraceae_Vulgatibacter                 -          A1d2_forward         -                3     915       3     900       1     900    1479    +    5.3e-149  496.0  17.9  -
Myxococcaceae_Aggregicoccus                      -          A1d2_forward         -               23     934       3     900       1     900    1531    +    5.3e-149  495.8  17.8  -
Melioribacteraceae_Melioribacter                 -          A1d2_forward         -               25     922       3     900       1     900    1539    +    6.5e-149  495.5  18.1  -
Planococcaceae_Filibacter                        -          A1d2_forward         -               13     920       3     899       1     900    1517    +    9.2e-149  495.1  17.6  -
Syntrophaceae_Desulfobacca                       -          A1d2_forward         -               20     932       4     900       2     900    1562    +    9.8e-149  495.0  18.3  -
Acidothermaceae_Acidothermus                     -          A1d2_forward         -               20     896       3     900       1     900    1509    +    1.1e-148  495.1  18.7  -
Rhodobacteraceae_Antarctobacter                  -          A1d2_forward         -                1     825      11     900      11     900    1400    +    1.1e-148  495.0  19.0  -
Acidaminococcaceae_Acidaminococcus               -          A1d2_forward         -               27     877      72     900      52     900    1439    +    1.5e-148  494.4  17.5  -
Kosmotogaceae_Mesotoga                           -          A1d2_forward         -               12     892       4     900       2     900    1478    +    1.6e-148  494.7  19.1  -
Rhodobacteraceae_Rubrimonas                      -          A1d2_forward         -               19     847       3     900       1     900    1318    +    1.7e-148  494.4  19.1  -
Rhodobacteraceae_Pelagimonas                     -          A1d2_forward         -                3     825      25     900      23     900    1344    +    1.7e-148  494.2  17.3  -
Desulfobacteraceae_Desulforegula                 -          A1d2_forward         -               22     928       4     900       2     900    1524    +    2.1e-148  494.1  18.0  -
Bacillaceae_Sinibacillus                         -          A1d2_forward         -                3     928       3     900       1     900    1489    +      3e-148  493.5  18.0  -
Cellulomonadaceae_Tropheryma                     -          A1d2_forward         -               22     903       3     900       1     900    1484    +    3.6e-148  493.2  18.3  -
Leptotrichiaceae_Streptobacillus                 -          A1d2_forward         -               24     900       4     899       2     900    1482    +    4.1e-148  492.9  19.1  -
Bacillales_Chungangia                            -          A1d2_forward         -               11     918       3     900       1     900    1440    +    4.3e-148  492.9  17.8  -
Ruminococcaceae_Anaerobacterium                  -          A1d2_forward         -                3     893       3     900       1     900    1451    +    4.5e-148  492.7  18.6  -
Hydrogenothermaceae_Persephonella                -          A1d2_forward         -                3     885       3     899       2     900    1465    +    5.6e-148  492.7  18.7  -
Carnobacteriaceae_Atopostipes                    -          A1d2_forward         -               24     932       3     899       1     900    1546    +      6e-148  492.4  18.0  -
Ruminococcaceae_Ruthenibacterium                 -          A1d2_forward         -               23     916       3     900       1     900    1519    +    6.4e-148  492.2  17.9  -
Lachnospiraceae_Abyssivirga                      -          A1d2_forward         -               24     909       4     900       2     900    1520    +    7.5e-148  492.0  18.3  -
Bryobacteraceae_Bryobacter                       -          A1d2_forward         -                2     857       5     900       4     900    1391    +      9e-148  491.8  18.5  -
Alphaproteobacteria_Eilatimonas                  -          A1d2_forward         -               28     899       3     899       1     900    1494    +      1e-147  491.8  17.8  -
Thermoactinomycetaceae_Paludifilum               -          A1d2_forward         -                3     915       3     900       1     900    1362    +    1.1e-147  491.7  18.2  -
Rhodospirillaceae_Elstera                        -          A1d2_forward         -                2     822      30     900      29     900    1356    +    1.5e-147  491.1  17.1  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          A1d2_forward         -                4     880       4     900       2     900    1475    +    1.7e-147  491.1  18.4  -
Lachnospiraceae_Falcatimonas                     -          A1d2_forward         -               22     912       4     899       2     900    1484    +    1.7e-147  490.9  18.5  -
