# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_G09_067_2018_2 -               31     803      18     807       4     810    1516    +    4.8e-128  426.3  23.5  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-TSAKG2_G09_067_2018_2 -               37     801      18     806       5     810    1479    +    4.9e-128  426.3  23.5  -
Acidimicrobiaceae_Ferrithrix                     -          LKAP-TSAKG2_G09_067_2018_2 -               44     792      18     806       4     810    1331    +      5e-128  426.6  23.8  -
Flavobacteriaceae_Aquimarina                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     788      19     806       9     809    1453    +    5.1e-128  426.0  23.2  -
Erythrobacteraceae_Qipengyuania                  -          LKAP-TSAKG2_G09_067_2018_2 -               22     758      32     807      12     809    1452    +    5.2e-128  426.2  22.3  -
Porphyromonadaceae_Barnesiella                   -          LKAP-TSAKG2_G09_067_2018_2 -               30     801      20     807      14     810    1488    +    5.9e-128  426.3  23.8  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_G09_067_2018_2 -               45     795      19     806       4     810    1508    +    5.9e-128  426.1  24.1  -
Cyclobacteriaceae_Fontibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               46     809      17     807       5     809    1488    +    6.1e-128  426.0  24.1  -
Sporomusaceae_Anaerospora                        -          LKAP-TSAKG2_G09_067_2018_2 -              122     859      77     808      56     810    1517    +    6.2e-128  425.8  22.3  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_G09_067_2018_2 -               56     773      75     800      55     809    1466    +    6.7e-128  425.8  21.7  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-TSAKG2_G09_067_2018_2 -               44     821      19     807       5     810    1533    +    6.7e-128  425.8  24.6  -
Microbacteriaceae_Schumannella                   -          LKAP-TSAKG2_G09_067_2018_2 -               36     785      18     807       4     810    1466    +    7.1e-128  425.9  23.7  -
Spirochaetaceae_Rectinema                        -          LKAP-TSAKG2_G09_067_2018_2 -               43     811      20     807       4     810    1501    +    7.6e-128  426.0  23.9  -
Promicromonosporaceae_Xylanimonas                -          LKAP-TSAKG2_G09_067_2018_2 -               45     792      18     806       4     810    1518    +    7.9e-128  425.7  24.9  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_G09_067_2018_2 -               44     811      19     806       5     810    1500    +    8.3e-128  425.4  23.8  -
Halothiobacillaceae_Thiofaba                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     782      19     806       4     809    1487    +      9e-128  425.4  22.7  -
Rhodanobacteraceae_Aquimonas                     -          LKAP-TSAKG2_G09_067_2018_2 -               15     780      18     807       7     810    1433    +    9.8e-128  425.5  23.6  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-TSAKG2_G09_067_2018_2 -               44     802      18     806       4     809    1528    +    9.9e-128  425.6  24.9  -
Dehalococcoidaceae_Dehalococcoides               -          LKAP-TSAKG2_G09_067_2018_2 -               59     759      77     806      44     809    1435    +      1e-127  425.3  22.0  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_G09_067_2018_2 -               53     823      18     806       4     809    1555    +    1.1e-127  425.1  23.6  -
Acidimicrobiaceae_Ferrimicrobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     792      18     806       4     810    1466    +    1.2e-127  425.0  23.5  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_G09_067_2018_2 -                3     769      20     806      18     810    1412    +    1.2e-127  425.1  22.8  -
Enterobacteriaceae_Yokenella                     -          LKAP-TSAKG2_G09_067_2018_2 -               33     800      19     806       5     809    1434    +    1.3e-127  425.0  23.2  -
Nocardiopsaceae_Salinactinospora                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     809      18     807       4     810    1486    +    1.3e-127  425.2  23.7  -
Acidobacteria_Thermoanaerobaculum                -          LKAP-TSAKG2_G09_067_2018_2 -               24     807      18     807       5     810    1464    +    1.3e-127  425.1  23.8  -
Bacteroidales_Saccharicrinis                     -          LKAP-TSAKG2_G09_067_2018_2 -               46     809      20     807      15     810    1483    +    1.4e-127  424.4  23.5  -
Porphyromonadaceae_Petrimonas                    -          LKAP-TSAKG2_G09_067_2018_2 -                6     774      19     807      14     810    1411    +    1.5e-127  424.5  24.1  -
Nocardioidaceae_Flindersiella                    -          LKAP-TSAKG2_G09_067_2018_2 -                9     751      19     807      13     810    1401    +    1.6e-127  424.7  23.4  -
Crocinitomicaceae_Lishizhenia                    -          LKAP-TSAKG2_G09_067_2018_2 -               50     821      19     807       8     810    1513    +    1.6e-127  424.2  23.7  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     786      19     806       5     810    1452    +    1.7e-127  424.6  23.2  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-TSAKG2_G09_067_2018_2 -               45     811      19     806       5     810    1500    +    1.7e-127  424.6  23.1  -
Streptosporangiaceae_Thermopolyspora             -          LKAP-TSAKG2_G09_067_2018_2 -                6     759      19     807      15     810    1493    +    1.8e-127  424.5  23.4  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     805      18     808       4     810    1493    +    1.8e-127  424.4  23.3  -
Clostridiales_Kallipyga                          -          LKAP-TSAKG2_G09_067_2018_2 -               32     794      18     809       4     810    1474    +    1.9e-127  424.5  25.2  -
Yersiniaceae_Samsonia                            -          LKAP-TSAKG2_G09_067_2018_2 -               47     817      19     806       5     809    1503    +      2e-127  424.4  22.8  -
Nannocystaceae_Plesiocystis                      -          LKAP-TSAKG2_G09_067_2018_2 -               36     802      18     809       4     810    1484    +    2.1e-127  424.4  23.3  -
Prolixibacteraceae_Sunxiuqinia                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     789      19     806       8     808    1445    +    2.2e-127  424.1  24.1  -
Enterobacteriaceae_Phytobacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               29     797      18     806       5     809    1440    +    2.3e-127  424.2  23.4  -
Erysipelotrichaceae_Catenibacterium              -          LKAP-TSAKG2_G09_067_2018_2 -               44     805      18     806       6     809    1485    +    2.3e-127  423.9  22.6  -
Rhodocyclaceae_Georgfuchsia                      -          LKAP-TSAKG2_G09_067_2018_2 -               34     803      13     806       3     809    1496    +    2.6e-127  423.9  23.6  -
Microbacteriaceae_Phycicola                      -          LKAP-TSAKG2_G09_067_2018_2 -               14     763      18     806       7     809    1416    +    2.6e-127  424.0  24.1  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_G09_067_2018_2 -               52     813      18     808       4     810    1478    +    2.8e-127  424.1  25.2  -
Ruminococcaceae_Fastidiosipila                   -          LKAP-TSAKG2_G09_067_2018_2 -               43     751      76     809      56     810    1389    +    2.9e-127  423.7  22.1  -
Planctomycetaceae_Blastopirellula                -          LKAP-TSAKG2_G09_067_2018_2 -               54     791      21     808       9     810    1520    +    3.1e-127  423.5  23.3  -
Dermatophilaceae_Dermatophilus                   -          LKAP-TSAKG2_G09_067_2018_2 -               34     781      18     807       4     810    1464    +    3.3e-127  423.6  24.9  -
Chloroflexaceae_Chloroflexus                     -          LKAP-TSAKG2_G09_067_2018_2 -               45     765      19     806       6     808    1473    +    3.5e-127  423.7  23.4  -
Lysobacteraceae_Mizugakiibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               24     791      18     807       4     810    1463    +    3.7e-127  423.4  24.2  -
Methylococcaceae_Methylogaea                     -          LKAP-TSAKG2_G09_067_2018_2 -               33     757      76     808      56     810    1451    +    3.8e-127  423.4  22.1  -
Dermatophilaceae_Kineosphaera                    -          LKAP-TSAKG2_G09_067_2018_2 -               23     769      18     807       4     810    1461    +    3.9e-127  423.3  25.5  -
Flavobacteriaceae_Myroides                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     784      19     806       6     809    1439    +    3.9e-127  423.1  23.6  -
Microbacteriaceae_Pontimonas                     -          LKAP-TSAKG2_G09_067_2018_2 -               27     775      18     806       4     810    1439    +    3.9e-127  423.6  24.2  -
Intrasporangiaceae_Fodinibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -                3     745      20     800      18     809    1444    +      4e-127  423.3  23.3  -
Lachnospiraceae_Sellimonas                       -          LKAP-TSAKG2_G09_067_2018_2 -                7     711      73     807      66     810    1345    +      4e-127  423.5  22.1  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_G09_067_2018_2 -               51     812      18     806       5     810    1534    +    4.1e-127  423.2  22.6  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_G09_067_2018_2 -                3     765      20     806      18     810    1417    +    5.8e-127  422.7  22.3  -
Jonesiaceae_Populibacterium                      -          LKAP-TSAKG2_G09_067_2018_2 -               43     763      73     806      52     810    1411    +    5.8e-127  422.8  22.2  -
Micromonosporaceae_Rhizocola                     -          LKAP-TSAKG2_G09_067_2018_2 -               43     788      18     807       4     810    1451    +    5.9e-127  422.9  24.0  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     768      74     807      34     809    1405    +    6.1e-127  423.0  23.2  -
Anaeroplasmataceae_Asteroleplasma                -          LKAP-TSAKG2_G09_067_2018_2 -               50     814      17     808       4     810    1470    +    6.1e-127  422.9  22.6  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_G09_067_2018_2 -               31     786      18     807      10     809    1433    +      7e-127  422.4  23.4  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-TSAKG2_G09_067_2018_2 -               48     797      18     806       4     810    1524    +    7.3e-127  422.5  24.5  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_G09_067_2018_2 -               45     824      19     809       6     810    1550    +    8.3e-127  422.4  23.5  -
Rhodospirillaceae_Constrictibacter               -          LKAP-TSAKG2_G09_067_2018_2 -               25     747      19     808       5     810    1456    +    8.7e-127  422.5  23.1  -
Verrucomicrobiaceae_Prosthecobacter              -          LKAP-TSAKG2_G09_067_2018_2 -               27     794      20     806       7     810    1469    +    9.8e-127  422.0  24.2  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP-TSAKG2_G09_067_2018_2 -               48     791      18     807       4     810    1497    +    9.9e-127  422.1  24.1  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-TSAKG2_G09_067_2018_2 -               44     804      18     807       4     810    1528    +      1e-126  422.2  23.5  -
Desulfobacteraceae_Desulfatitalea                -          LKAP-TSAKG2_G09_067_2018_2 -               24     811      18     806       4     809    1485    +      1e-126  421.9  23.8  -
