# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Deltaproteobacteria_Dissulfurirhabdus            -          LKAP-TSAKG2_D09_073_2018_2 -               79     996      53     946      29     948    1521    +    2.1e-164  547.0  18.6  -
Chitinophagaceae_Filimonas                       -          LKAP-TSAKG2_D09_073_2018_2 -               49     977      20     946      11     948    1493    +    2.4e-164  546.8  18.0  -
Rhodobacteraceae_Roseicyclus                     -          LKAP-TSAKG2_D09_073_2018_2 -               63     907      59     938      38     947    1435    +    2.5e-164  546.8  18.4  -
Phyllobacteriaceae_Tianweitania                  -          LKAP-TSAKG2_D09_073_2018_2 -               71     919      59     941      38     948    1447    +    2.6e-164  546.9  18.6  -
Hyphomonadaceae_Robiginitomaculum                -          LKAP-TSAKG2_D09_073_2018_2 -               39     917      23     941      11     948    1415    +    2.6e-164  546.6  18.6  -
Persicobacteraceae_Persicobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     953      23     946      13     948    1447    +    2.8e-164  546.9  18.2  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-TSAKG2_D09_073_2018_2 -               56     897      62     938      41     947    1387    +    2.9e-164  546.6  18.7  -
Hyphomonadaceae_Marinicauda                      -          LKAP-TSAKG2_D09_073_2018_2 -               74     925      60     945      40     948    1428    +    3.3e-164  546.4  18.6  -
Rhodospirillales_Elioraea                        -          LKAP-TSAKG2_D09_073_2018_2 -               41     892      59     941      38     948    1413    +    3.5e-164  546.6  19.2  -
Phyllobacteriaceae_Corticibacterium              -          LKAP-TSAKG2_D09_073_2018_2 -               17     891      15     941       7     948    1435    +    3.7e-164  546.2  18.8  -
Sphingobacteriaceae_Pseudopedobacter             -          LKAP-TSAKG2_D09_073_2018_2 -               53     981      23     946      14     948    1518    +    4.3e-164  546.1  17.7  -
Chitinophagaceae_Flavitalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               15     941      23     946      14     948    1447    +    4.3e-164  546.2  17.8  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-TSAKG2_D09_073_2018_2 -               47     983      21     945      11     948    1517    +    4.3e-164  545.9  18.7  -
Rhodobacteraceae_Vadicella                       -          LKAP-TSAKG2_D09_073_2018_2 -               60     903      60     938      38     947    1439    +    4.5e-164  545.9  18.6  -
Flavobacteriaceae_Chryseobacterium               -          LKAP-TSAKG2_D09_073_2018_2 -               31     946      22     942      10     948    1439    +    4.9e-164  545.7  18.2  -
Brucellaceae_Daeguia                             -          LKAP-TSAKG2_D09_073_2018_2 -               53     901      59     941      38     948    1441    +    5.3e-164  545.7  18.6  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               65     954      62     944      41     948    1457    +    5.6e-164  545.7  18.6  -
Rhodobacteraceae_Tranquillimonas                 -          LKAP-TSAKG2_D09_073_2018_2 -               24     865      61     938      41     947    1364    +    7.7e-164  545.2  18.8  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-TSAKG2_D09_073_2018_2 -               87     966      65     946      45     948    1495    +    7.7e-164  545.1  18.1  -
Temperatibacteraceae_Temperatibacter             -          LKAP-TSAKG2_D09_073_2018_2 -                3     884      25     945      23     948    1362    +    8.7e-164  544.9  18.2  -
Bifidobacteriaceae_Scardovia                     -          LKAP-TSAKG2_D09_073_2018_2 -               50     978      23     945      15     948    1534    +    9.6e-164  544.9  18.8  -
Xanthobacteraceae_Pseudorhodoplanes              -          LKAP-TSAKG2_D09_073_2018_2 -               59     903      59     938      38     947    1424    +      1e-163  544.8  18.6  -
Hyphomicrobiaceae_Arsenicitalea                  -          LKAP-TSAKG2_D09_073_2018_2 -               55     900      61     941      41     948    1438    +      1e-163  544.6  18.7  -
Selenomonadaceae_Megamonas                       -          LKAP-TSAKG2_D09_073_2018_2 -               32     939      59     940      37     947    1475    +    1.1e-163  544.5  18.6  -
Rhodobacteraceae_Nereida                         -          LKAP-TSAKG2_D09_073_2018_2 -               75     917      61     938      40     947    1455    +    1.2e-163  544.5  18.7  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_D09_073_2018_2 -               83     992      56     946      36     948    1496    +    1.7e-163  544.2  18.3  -
Clostridiales_Mogibacterium                      -          LKAP-TSAKG2_D09_073_2018_2 -              101     969      61     945      41     948    1477    +      2e-163  543.6  18.3  -
Rhodospirillaceae_Marinibaculum                  -          LKAP-TSAKG2_D09_073_2018_2 -               53     933      23     941      11     948    1464    +    2.2e-163  543.5  18.9  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-TSAKG2_D09_073_2018_2 -               32     981      23     944      10     948    1469    +    2.6e-163  543.4  18.5  -
Flavobacteriaceae_Sediminicola                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     951      22     946       8     949    1449    +    2.8e-163  543.2  18.5  -
Acetobacteraceae_Paracraurococcus                -          LKAP-TSAKG2_D09_073_2018_2 -               72     920      62     941      42     948    1439    +    2.9e-163  543.6  19.2  -
Sneathiellaceae_Taonella                         -          LKAP-TSAKG2_D09_073_2018_2 -               52     903      60     945      39     948    1408    +    3.2e-163  543.2  18.2  -
Rhodobacteraceae_Roseicitreum                    -          LKAP-TSAKG2_D09_073_2018_2 -               76     917      62     938      41     947    1429    +    3.3e-163  543.0  18.7  -
Sphingomonadaceae_Parasphingopyxis               -          LKAP-TSAKG2_D09_073_2018_2 -               70     914      62     940      41     948    1447    +    3.5e-163  543.0  18.6  -
Fusobacteriaceae_Propionigenium                  -          LKAP-TSAKG2_D09_073_2018_2 -               96     960      63     940      43     947    1524    +    3.6e-163  542.7  19.4  -
Flavobacteriaceae_Moheibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               53     964      23     940      15     948    1481    +      4e-163  542.5  18.1  -
Cytophagales_Ohtaekwangia                        -          LKAP-TSAKG2_D09_073_2018_2 -               33     953      23     946      14     948    1444    +    4.1e-163  542.9  18.2  -
Rhodobacteraceae_Frigidibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               72     917      58     938      37     947    1428    +    4.6e-163  542.6  18.6  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               52     971      22     946       9     949    1479    +    4.8e-163  542.3  18.8  -
Acetobacteraceae_Humitalea                       -          LKAP-TSAKG2_D09_073_2018_2 -               74     922      62     941      42     948    1479    +    5.2e-163  542.6  19.2  -
Rhodobacteraceae_Salinovum                       -          LKAP-TSAKG2_D09_073_2018_2 -               25     869      59     938      38     947    1334    +    5.3e-163  542.4  18.5  -
Erythrobacteraceae_Erythromicrobium              -          LKAP-TSAKG2_D09_073_2018_2 -               46     892      62     942      41     948    1413    +    5.8e-163  542.1  18.3  -
Rhodobacteraceae_Planktotalea                    -          LKAP-TSAKG2_D09_073_2018_2 -               22     866      59     938      39     947    1336    +    5.9e-163  542.1  18.7  -
Rhodobacteraceae_Hasllibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               72     915      60     938      38     947    1429    +    7.2e-163  541.9  18.5  -
Beijerinckiaceae_Methyloferula                   -          LKAP-TSAKG2_D09_073_2018_2 -               72     925      58     945      36     948    1408    +    7.3e-163  541.9  18.3  -
Flavobacteriaceae_Elizabethkingia                -          LKAP-TSAKG2_D09_073_2018_2 -               39     950      23     940      14     948    1450    +    7.6e-163  541.7  18.7  -
Rhodobacteraceae_Lacimonas                       -          LKAP-TSAKG2_D09_073_2018_2 -               73     916      59     938      38     947    1425    +    8.2e-163  541.9  18.5  -
Rhodobacteraceae_Pseudoroseicyclus               -          LKAP-TSAKG2_D09_073_2018_2 -               53     897      59     938      38     947    1418    +    9.5e-163  541.6  18.3  -
Bradyrhizobiaceae_Pararhizobium                  -          LKAP-TSAKG2_D09_073_2018_2 -               43     891      59     941      34     948    1421    +    1.1e-162  541.2  18.7  -
Flavobacteriaceae_Empedobacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               54     965      23     940      12     948    1484    +    1.2e-162  541.0  18.2  -
Sphingobacteriaceae_Mucilaginibacter             -          LKAP-TSAKG2_D09_073_2018_2 -               33     953      23     946      11     948    1444    +    1.3e-162  541.2  18.1  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_D09_073_2018_2 -               44     970      23     945      16     948    1473    +    1.3e-162  541.3  18.8  -
Alphaproteobacteria_Breoghania                   -          LKAP-TSAKG2_D09_073_2018_2 -               73     924      60     945      40     948    1481    +    1.5e-162  541.0  18.6  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_D09_073_2018_2 -               38     944      23     946      12     948    1438    +    2.4e-162  540.2  19.1  -
Xanthobacteraceae_Variibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               51     901      59     944      38     948    1407    +    2.9e-162  540.0  18.2  -
Parvularculaceae_Aquisalinus                     -          LKAP-TSAKG2_D09_073_2018_2 -               76     920      62     941      41     948    1426    +    2.9e-162  540.1  18.5  -
Phyllobacteriaceae_Lentilitoribacter             -          LKAP-TSAKG2_D09_073_2018_2 -               56     901      62     941      42     948    1443    +    3.4e-162  539.8  18.9  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_D09_073_2018_2 -               67     935      61     945      41     948    1463    +    3.7e-162  539.7  19.1  -
Rhodobacteraceae_Roseisalinus                    -          LKAP-TSAKG2_D09_073_2018_2 -               45     889      60     938      39     947    1421    +    3.7e-162  539.5  18.4  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_D09_073_2018_2 -               67     953      61     946      41     948    1475    +    3.9e-162  539.7  18.5  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-TSAKG2_D09_073_2018_2 -               81     947      65     946      44     948    1435    +    3.9e-162  539.4  17.9  -
Desulfobacteraceae_Desulfatitalea                -          LKAP-TSAKG2_D09_073_2018_2 -               33     980      23     944      10     949    1485    +    3.9e-162  539.4  18.5  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               51     891      62     938      39     947    1368    +    4.7e-162  539.1  18.5  -
Marinifilaceae_Marinifilum                       -          LKAP-TSAKG2_D09_073_2018_2 -               33     959      23     947      14     949    1451    +      5e-162  539.0  17.9  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          LKAP-TSAKG2_D09_073_2018_2 -               57     899      61     938      40     947    1393    +    5.4e-162  539.0  18.6  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               53    1002      23     946      15     948    1528    +    7.2e-162  538.5  18.3  -
Flavobacteriaceae_Muricauda                      -          LKAP-TSAKG2_D09_073_2018_2 -               30     959      21     946      11     948    1461    +    7.3e-162  538.6  18.2  -
