# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_C07_059_2018_2 -               37     838      21     847      10     847    1452    +    3.3e-132  440.3  14.7  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-TSAKG2_C07_059_2018_2 -               28     834      21     847       8     847    1475    +    3.8e-132  440.2  14.7  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-TSAKG2_C07_059_2018_2 -               49     855      22     847      10     847    1482    +    4.4e-132  439.7  15.3  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               48     856      21     847      12     847    1484    +    5.3e-132  439.2  14.3  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_C07_059_2018_2 -               49     890      20     847       7     847    1520    +    5.8e-132  439.6  14.0  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_C07_059_2018_2 -               16     848      11     847       5     847    1447    +    8.2e-132  438.7  15.1  -
Clostridiaceae_Oxobacter                         -          LKAP-TSAKG2_C07_059_2018_2 -               55     852      21     847       7     847    1496    +    8.7e-132  438.8  14.7  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_C07_059_2018_2 -               28     854      21     847       8     847    1451    +    8.8e-132  438.6  13.9  -
Anaerolineaceae_Anaerolinea                      -          LKAP-TSAKG2_C07_059_2018_2 -               45     848      21     847      12     847    1457    +      1e-131  438.8  15.6  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_C07_059_2018_2 -               56     874      21     846       8     847    1478    +    1.5e-131  438.2  15.1  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_C07_059_2018_2 -               35     845      21     846       9     847    1433    +    1.7e-131  437.8  14.7  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_C07_059_2018_2 -               11     773      65     846      55     847    1390    +    1.8e-131  437.8  15.0  -
Rhodobacteraceae_Yangia                          -          LKAP-TSAKG2_C07_059_2018_2 -               15     788      21     847      10     847    1351    +    1.8e-131  437.9  14.2  -
Planococcaceae_Filibacter                        -          LKAP-TSAKG2_C07_059_2018_2 -               38     875      21     847       8     847    1517    +      2e-131  437.6  14.2  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               44     779      63     847      40     847    1400    +    2.1e-131  437.7  15.2  -
Lachnospiraceae_Mobilisporobacter                -          LKAP-TSAKG2_C07_059_2018_2 -              105     862      64     846      42     847    1589    +    2.3e-131  437.4  15.1  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-TSAKG2_C07_059_2018_2 -               44     859      21     847      12     847    1529    +    3.2e-131  436.7  14.4  -
Lachnospiraceae_Syntrophococcus                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     860      20     846       7     847    1535    +    3.4e-131  436.9  14.5  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_C07_059_2018_2 -               48     855      20     847       7     847    1510    +    3.5e-131  437.0  14.9  -
Desulfobacteraceae_Desulforegula                 -          LKAP-TSAKG2_C07_059_2018_2 -               46     877      21     842       7     847    1524    +    4.7e-131  436.5  14.6  -
Desulfobulbaceae_Desulfofustis                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     892      20     847       7     847    1547    +    5.5e-131  436.3  14.2  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_C07_059_2018_2 -               48     879      21     847      11     847    1380    +    5.5e-131  436.4  15.1  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_C07_059_2018_2 -               77     879      21     847      11     847    1545    +    6.6e-131  435.7  15.4  -
Cytophagaceae_Runella                            -          LKAP-TSAKG2_C07_059_2018_2 -               56     833      67     847      45     847    1428    +      7e-131  436.0  14.3  -
Desulfobacteraceae_Desulfospira                  -          LKAP-TSAKG2_C07_059_2018_2 -               27     874      20     847       7     847    1447    +    7.6e-131  435.8  14.6  -
Desulfobacteraceae_Desulfoconvexum               -          LKAP-TSAKG2_C07_059_2018_2 -               14     861      20     847      10     847    1367    +    7.6e-131  435.8  14.6  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               28     869      21     847       7     847    1479    +    7.8e-131  435.8  14.3  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_C07_059_2018_2 -               45     865      21     846       7     847    1453    +    7.9e-131  435.7  14.9  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_C07_059_2018_2 -               42     862      20     846       7     847    1511    +    8.4e-131  435.6  14.7  -
Bacteriovoracaceae_Bacteriovorax                 -          LKAP-TSAKG2_C07_059_2018_2 -               13     851      21     847      12     847    1371    +    1.1e-130  435.3  14.5  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     858      20     847       7     847    1482    +    1.1e-130  435.3  14.7  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          LKAP-TSAKG2_C07_059_2018_2 -               26     866      19     847      10     847    1495    +    1.1e-130  435.2  14.5  -
Clostridiales_Anaerovirgula                      -          LKAP-TSAKG2_C07_059_2018_2 -               29     845      20     847       7     847    1495    +    1.2e-130  435.2  14.9  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -              198     968      61     847      39     847    1549    +    1.3e-130  434.8  14.9  -
Bacillaceae_Melghiribacillus                     -          LKAP-TSAKG2_C07_059_2018_2 -               37     889      21     847       8     847    1552    +    1.4e-130  434.9  14.7  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-TSAKG2_C07_059_2018_2 -               48     867      21     847       8     847    1525    +    1.7e-130  434.6  14.7  -
Ruminococcaceae_Ruthenibacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     869      21     846       8     847    1519    +      2e-130  434.3  14.6  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-TSAKG2_C07_059_2018_2 -               16     803      14     846       6     847    1450    +      2e-130  434.4  14.7  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_C07_059_2018_2 -               28     869      21     847       8     847    1362    +      2e-130  434.6  14.8  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               69     848      65     847      43     847    1461    +    2.4e-130  433.9  14.4  -
Flavobacteriaceae_Cloacibacterium                -          LKAP-TSAKG2_C07_059_2018_2 -               24     843      18     846       7     847    1439    +    2.4e-130  433.7  14.1  -
Bryobacteraceae_Bryobacter                       -          LKAP-TSAKG2_C07_059_2018_2 -               25     811      21     847       8     847    1391    +    2.5e-130  434.0  14.9  -
Bacillales_Chungangia                            -          LKAP-TSAKG2_C07_059_2018_2 -               36     872      21     847       8     847    1440    +    2.6e-130  433.9  14.4  -
Rhodobacteraceae_Hwanghaeicola                   -          LKAP-TSAKG2_C07_059_2018_2 -                3     787      13     847      11     847    1350    +      3e-130  434.0  13.8  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-TSAKG2_C07_059_2018_2 -               37     880      22     847       8     847    1495    +    3.2e-130  433.8  14.6  -
Erysipelotrichaceae_Turicibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     851      21     847       8     847    1508    +    3.4e-130  433.8  14.8  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     862      20     846       7     847    1520    +    3.4e-130  433.5  14.8  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-TSAKG2_C07_059_2018_2 -                7     760      64     847      56     847    1317    +    3.4e-130  433.7  15.0  -
Corynebacterineae_Lawsonella                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     837      20     847       7     847    1445    +    4.2e-130  433.6  15.2  -
Spirochaetaceae_Salinispira                      -          LKAP-TSAKG2_C07_059_2018_2 -               75     906      18     847       8     847    1501    +    4.4e-130  433.1  14.9  -
Clostridiales_Muricomes                          -          LKAP-TSAKG2_C07_059_2018_2 -               37     858      21     846       7     847    1431    +    4.8e-130  433.0  15.2  -
Thermaceae_Oceanithermus                         -          LKAP-TSAKG2_C07_059_2018_2 -               93     861      65     847      43     847    1503    +    5.1e-130  432.9  14.7  -
Peptococcaceae_Desulfonispora                    -          LKAP-TSAKG2_C07_059_2018_2 -               22     874      21     847       8     847    1507    +    5.6e-130  432.6  14.4  -
Alphaproteobacteria_Eilatimonas                  -          LKAP-TSAKG2_C07_059_2018_2 -               53     854      21     847       8     847    1494    +    5.7e-130  433.0  14.3  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-TSAKG2_C07_059_2018_2 -               28     886      21     847       8     847    1503    +    5.8e-130  432.9  14.4  -
Bacillaceae_Sinibacillus                         -          LKAP-TSAKG2_C07_059_2018_2 -               29     882      22     847       9     847    1489    +    7.3e-130  432.6  14.5  -
Lachnospiraceae_Parasporobacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               86     848      64     846      40     847    1487    +    7.4e-130  432.5  14.9  -
Intrasporangiaceae_Oryzobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               31     844      20     847       7     847    1467    +    7.7e-130  432.4  15.3  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-TSAKG2_C07_059_2018_2 -               46     885      20     847       7     847    1539    +    7.7e-130  432.5  14.1  -
Clostridiaceae_Oceanirhabdus                     -          LKAP-TSAKG2_C07_059_2018_2 -               47     849      20     847       7     847    1473    +    7.9e-130  432.4  14.9  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-TSAKG2_C07_059_2018_2 -               76     878      65     847      43     847    1524    +    8.6e-130  432.4  14.5  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-TSAKG2_C07_059_2018_2 -               28     873      21     847       8     847    1482    +    9.7e-130  432.4  14.4  -
Cellulomonadaceae_Tropheryma                     -          LKAP-TSAKG2_C07_059_2018_2 -               46     857      20     847       7     847    1484    +    1.1e-129  431.9  15.0  -
Ruminococcaceae_Papillibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               41     851      21     846       8     847    1491    +    1.2e-129  431.9  15.0  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          LKAP-TSAKG2_C07_059_2018_2 -               29     846      56     847      35     847    1453    +    1.2e-129  431.8  14.5  -
Lachnospiraceae_Robinsoniella                    -          LKAP-TSAKG2_C07_059_2018_2 -               49     867      21     846       7     847    1525    +    1.3e-129  431.5  14.8  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-TSAKG2_C07_059_2018_2 -               18     822      20     847       8     847    1441    +    1.5e-129  431.6  14.9  -
