# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Bogoriellaceae_Bogoriella                        -          LKAP-GUTHK2_B04_030_2017_1 -               55     927      72     965      50     966    1476    +    2.4e-154  513.8  28.4  -
Microbacteriaceae_Phycicola                      -          LKAP-GUTHK2_B04_030_2017_1 -               56     922      73     965      50     966    1416    +    2.5e-154  513.6  28.1  -
Hyphomicrobiaceae_Dichotomicrobium               -          LKAP-GUTHK2_B04_030_2017_1 -               66     908      73     965      51     966    1469    +    2.6e-154  513.6  27.4  -
Streptosporangiaceae_Thermopolyspora             -          LKAP-GUTHK2_B04_030_2017_1 -               28     918      50     965      28     966    1493    +    2.7e-154  513.5  28.9  -
Spongiibacteraceae_Dasania                       -          LKAP-GUTHK2_B04_030_2017_1 -               47     942      51     965      30     966    1486    +    2.8e-154  513.5  29.3  -
Synergistaceae_Thermovirga                       -          LKAP-GUTHK2_B04_030_2017_1 -               21     897      45     965      24     966    1427    +    2.9e-154  513.4  29.7  -
Halomonadaceae_Modicisalibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               88     970      74     965      23     966    1531    +      3e-154  513.3  29.8  -
Lachnospiraceae_Agathobacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               53     916      73     965      53     966    1434    +    3.2e-154  513.2  28.0  -
Lachnospiraceae_Sporobacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               96     956      74     965      52     966    1511    +    3.2e-154  513.2  27.8  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          LKAP-GUTHK2_B04_030_2017_1 -               91     986      79     965      58     966    1532    +    3.2e-154  513.4  29.0  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-GUTHK2_B04_030_2017_1 -               66     965      58     965      37     966    1522    +    3.3e-154  513.3  30.0  -
Methylocystaceae_Chthonobacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               53     897      71     965      51     966    1404    +    3.4e-154  513.3  27.5  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-GUTHK2_B04_030_2017_1 -               90     980      78     965      57     966    1525    +    3.5e-154  513.0  28.6  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-GUTHK2_B04_030_2017_1 -               34     888      47     965      26     966    1318    +    3.6e-154  513.3  27.7  -
Oceanospirillales_Spongiispira                   -          LKAP-GUTHK2_B04_030_2017_1 -               76     955      76     965      56     966    1486    +    3.6e-154  513.0  28.5  -
Phyllobacteriaceae_Corticibacterium              -          LKAP-GUTHK2_B04_030_2017_1 -               17     883      17     965       3     966    1435    +    3.7e-154  513.2  28.8  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-GUTHK2_B04_030_2017_1 -               88     966      76     965      56     966    1494    +    3.9e-154  512.8  28.8  -
Micrococcaceae_Acaricomes                        -          LKAP-GUTHK2_B04_030_2017_1 -               77     951      74     965      48     966    1478    +      4e-154  513.0  28.5  -
Cellulomonadaceae_Sediminihabitans               -          LKAP-GUTHK2_B04_030_2017_1 -               62     930      72     965      49     966    1475    +    4.3e-154  512.8  28.3  -
Labilitrichaceae_Labilithrix                     -          LKAP-GUTHK2_B04_030_2017_1 -               65     963      78     965      58     966    1483    +    4.3e-154  512.7  28.9  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-GUTHK2_B04_030_2017_1 -               76     958      73     965      53     966    1479    +    4.5e-154  512.7  29.1  -
Rhodobacteraceae_Hasllibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               69     911      73     965      51     966    1429    +    4.8e-154  512.7  27.4  -
Erythrobacteraceae_Erythromicrobium              -          LKAP-GUTHK2_B04_030_2017_1 -               28     884      46     965      26     966    1413    +    5.1e-154  512.5  26.9  -
Pseudonocardiaceae_Herbihabitans                 -          LKAP-GUTHK2_B04_030_2017_1 -               73     944      72     965      52     966    1496    +    5.2e-154  512.5  28.3  -
Flavobacteriaceae_Aquimarina                     -          LKAP-GUTHK2_B04_030_2017_1 -               67     939      75     962      55     966    1453    +    5.4e-154  512.3  27.5  -
Pseudonocardiaceae_Sciscionella                  -          LKAP-GUTHK2_B04_030_2017_1 -               21     925      16     965       2     966    1465    +    5.8e-154  512.6  29.5  -
Oceanospirillaceae_Bermanella                    -          LKAP-GUTHK2_B04_030_2017_1 -               97     970      76     965      56     966    1533    +      6e-154  512.2  28.5  -
Lachnospiraceae_Anaerotaenia                     -          LKAP-GUTHK2_B04_030_2017_1 -               20     948       8     965       3     966    1479    +    6.1e-154  512.4  31.1  -
Hyphomicrobiaceae_Cucumibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               43     885      73     965      52     966    1358    +    6.8e-154  512.2  27.7  -
Phyllobacteriaceae_Tianweitania                  -          LKAP-GUTHK2_B04_030_2017_1 -               73     911      77     965      56     966    1447    +    6.9e-154  512.4  27.5  -
Chloroflexaceae_Chloroflexus                     -          LKAP-GUTHK2_B04_030_2017_1 -               30     926       6     966       3     966    1473    +    7.2e-154  512.5  29.7  -
Chrysiogenaceae_Desulfurispira                   -          LKAP-GUTHK2_B04_030_2017_1 -               47     923      73     965      31     966    1408    +    7.5e-154  512.0  28.8  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          LKAP-GUTHK2_B04_030_2017_1 -               81     940      75     965      48     966    1451    +    7.7e-154  511.9  27.7  -
Rhodobiaceae_Pyruvatibacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               74     917      72     965      51     966    1462    +    8.7e-154  511.8  27.3  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP-GUTHK2_B04_030_2017_1 -               83     969      68     965      46     966    1485    +    8.7e-154  512.2  28.9  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-GUTHK2_B04_030_2017_1 -               92     975      75     965      55     966    1457    +    9.5e-154  511.8  28.6  -
Rikenellaceae_Alistipes                          -          LKAP-GUTHK2_B04_030_2017_1 -               81     950      77     962      57     966    1456    +    9.6e-154  511.7  28.4  -
Desulfobacteraceae_Desulfocella                  -          LKAP-GUTHK2_B04_030_2017_1 -               78     980      67     965      32     966    1547    +      1e-153  511.6  29.4  -
Halieaceae_Congregibacter                        -          LKAP-GUTHK2_B04_030_2017_1 -               71     951      75     965      54     966    1416    +    1.1e-153  511.5  29.1  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-GUTHK2_B04_030_2017_1 -               90     970      76     965      56     966    1530    +    1.1e-153  511.5  28.8  -
Flavobacteriaceae_Galbibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               87     957      77     962      57     966    1484    +    1.1e-153  511.3  27.7  -
Beijerinckiaceae_Methyloferula                   -          LKAP-GUTHK2_B04_030_2017_1 -               74     913      76     965      55     966    1408    +    1.1e-153  511.5  27.7  -
Micromonosporaceae_Rhizocola                     -          LKAP-GUTHK2_B04_030_2017_1 -               67     946      52     965      27     966    1451    +    1.1e-153  511.6  28.4  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-GUTHK2_B04_030_2017_1 -              118     977      75     965      55     966    1533    +    1.2e-153  511.3  27.3  -
Halieaceae_Chromatocurvus                        -          LKAP-GUTHK2_B04_030_2017_1 -               74     958      71     965      32     966    1523    +    1.3e-153  511.2  29.0  -
Chromatiaceae_Thiobaca                           -          LKAP-GUTHK2_B04_030_2017_1 -               61     935      77     966      56     966    1370    +    1.4e-153  511.4  29.1  -
Ruminococcaceae_Subdoligranulum                  -          LKAP-GUTHK2_B04_030_2017_1 -               30     916      51     965      29     966    1428    +    1.4e-153  511.1  28.6  -
Propionibacteriaceae_Propionicicella             -          LKAP-GUTHK2_B04_030_2017_1 -               55     919      75     965      55     966    1469    +    1.4e-153  511.2  27.3  -
Clostridiales_Kallipyga                          -          LKAP-GUTHK2_B04_030_2017_1 -               66     945      51     965      20     966    1474    +    1.5e-153  511.2  29.7  -
Pseudonocardiaceae_Yuhushiella                   -          LKAP-GUTHK2_B04_030_2017_1 -               81     955      73     965      34     966    1493    +    1.5e-153  511.1  28.8  -
Clostridiales_Parvimonas                         -          LKAP-GUTHK2_B04_030_2017_1 -               73     935      69     965      40     966    1481    +    1.5e-153  511.0  28.6  -
Methylococcaceae_Methylogaea                     -          LKAP-GUTHK2_B04_030_2017_1 -               33     915      76     965      56     966    1451    +    1.6e-153  511.0  29.0  -
Beijerinckiaceae_Methylovirgula                  -          LKAP-GUTHK2_B04_030_2017_1 -               73     912      76     965      55     966    1402    +    1.7e-153  510.8  27.7  -
Peptoniphilaceae_Ezakiella                       -          LKAP-GUTHK2_B04_030_2017_1 -               78     935      73     965      53     966    1367    +    1.8e-153  510.8  27.8  -
Polyangiaceae_Jahnella                           -          LKAP-GUTHK2_B04_030_2017_1 -               83     980      77     965      57     966    1550    +    1.8e-153  510.8  29.0  -
Dermatophilaceae_Kineosphaera                    -          LKAP-GUTHK2_B04_030_2017_1 -               62     927      73     965      52     966    1461    +    1.9e-153  510.6  28.3  -
Flavobacteriaceae_Lutibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               72     939      76     962      55     966    1444    +      2e-153  510.6  28.3  -
Ardenticatenia_Ardenticatena                     -          LKAP-GUTHK2_B04_030_2017_1 -               29     951      22     965       3     966    1453    +      2e-153  510.8  30.4  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-GUTHK2_B04_030_2017_1 -               55     943      70     965      31     966    1363    +    2.2e-153  510.6  29.2  -
Cryomorphaceae_Phaeocystidibacter                -          LKAP-GUTHK2_B04_030_2017_1 -               85     957      75     962      55     966    1480    +    2.5e-153  510.5  28.9  -
Methylocystaceae_Oharaeibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               57     896      77     965      56     966    1408    +    2.7e-153  510.3  27.7  -
Acidobacteria_Thermoanaerobaculum                -          LKAP-GUTHK2_B04_030_2017_1 -               55     964      66     965      45     966    1464    +    2.8e-153  510.4  29.8  -
Erysipelotrichaceae_Ileibacterium                -          LKAP-GUTHK2_B04_030_2017_1 -               54     943      71     965      51     966    1459    +    2.8e-153  510.3  29.3  -
Microbacteriaceae_Pontimonas                     -          LKAP-GUTHK2_B04_030_2017_1 -               69     934      73     965      48     966    1439    +    3.3e-153  510.1  28.2  -
Clostridiales_Murdochiella                       -          LKAP-GUTHK2_B04_030_2017_1 -               31     897      63     965      42     966    1362    +    3.3e-153  509.9  28.2  -
Hyphomonadaceae_Hyphobacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               69     911      73     965      51     966    1423    +    3.4e-153  510.0  27.3  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          LKAP-GUTHK2_B04_030_2017_1 -               53     955      26     965       6     966    1510    +      4e-153  509.6  30.1  -
