# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_C04_028_2018_2 -               40     810      21     804       4     820    1484    +    9.5e-142  471.5  21.8  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-TSAKG2_C04_028_2018_2 -               36     809      10     815       3     824    1483    +    1.2e-141  471.6  23.3  -
Clostridiales_Soehngenia                         -          LKAP-TSAKG2_C04_028_2018_2 -               31     804      21     807       3     822    1494    +    1.2e-141  471.5  22.6  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-TSAKG2_C04_028_2018_2 -               49     848      21     809       4     816    1528    +    1.3e-141  471.2  22.6  -
Alcaligenaceae_Oligella                          -          LKAP-TSAKG2_C04_028_2018_2 -               44     830      21     812       9     824    1504    +    1.3e-141  471.1  20.6  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     823      20     822       3     825    1511    +    1.4e-141  471.1  21.1  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     809      21     798       3     816    1502    +    1.6e-141  471.0  21.5  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_C04_028_2018_2 -               36     815      10     817       3     826    1510    +    1.6e-141  471.2  22.9  -
Lachnospiraceae_Agathobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               40     780      47     813      27     826    1434    +    1.6e-141  471.0  21.2  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP-TSAKG2_C04_028_2018_2 -               63     798      63     814      42     823    1443    +    1.7e-141  471.0  22.9  -
Lactobacillaceae_Sharpea                         -          LKAP-TSAKG2_C04_028_2018_2 -               28     805      20     809       3     822    1460    +    1.9e-141  470.9  23.0  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-TSAKG2_C04_028_2018_2 -               35     830      10     820       3     826    1525    +    1.9e-141  470.7  22.0  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     810       4     823    1479    +      2e-141  470.6  20.8  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     802      20     813       3     827    1499    +      2e-141  470.6  22.8  -
Comamonadaceae_Verminephrobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               46     823      21     804       3     816    1469    +      2e-141  470.3  21.9  -
Clostridiales_Catabacter                         -          LKAP-TSAKG2_C04_028_2018_2 -               84     808      59     809      34     823    1453    +    2.2e-141  470.5  21.6  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     752      21     806       5     821    1441    +    2.3e-141  470.6  22.7  -
Clostridiales_Caproiciproducens                  -          LKAP-TSAKG2_C04_028_2018_2 -               15     800      10     813       3     827    1445    +    2.5e-141  470.4  22.5  -
Coriobacteriaceae_Collinsella                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     807      21     814       5     823    1468    +    2.5e-141  470.7  23.1  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     824      20     814       3     825    1531    +    2.6e-141  470.5  22.6  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     802      21     805       5     821    1459    +    2.7e-141  469.9  21.1  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               36     762      21     804       5     818    1443    +    2.8e-141  470.1  22.3  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP-TSAKG2_C04_028_2018_2 -               39     814      10     815       3     825    1497    +      3e-141  470.2  22.3  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-TSAKG2_C04_028_2018_2 -               23     806      10     817       3     827    1464    +    3.1e-141  470.2  22.3  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP-TSAKG2_C04_028_2018_2 -               32     801      10     806       3     823    1508    +    3.3e-141  469.9  23.2  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-TSAKG2_C04_028_2018_2 -               20     796      21     813       5     826    1393    +    3.4e-141  469.8  22.6  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_C04_028_2018_2 -               35     845      10     813       3     825    1531    +    3.6e-141  469.8  21.9  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_C04_028_2018_2 -               49     831      21     818       3     828    1475    +    3.6e-141  469.9  21.0  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_C04_028_2018_2 -               38     827      10     823       3     827    1501    +    3.7e-141  469.8  22.1  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_C04_028_2018_2 -               50     848      20     814       4     826    1520    +    3.7e-141  469.9  21.4  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_C04_028_2018_2 -               29     801      21     821       4     826    1476    +    3.8e-141  469.9  22.2  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_C04_028_2018_2 -               36     822      11     811       3     825    1491    +    4.1e-141  469.7  22.7  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               15     826      10     813       3     826    1479    +    4.6e-141  469.6  22.0  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_C04_028_2018_2 -               48     839      20     815       3     825    1544    +    5.7e-141  469.1  21.7  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_C04_028_2018_2 -                8     732      59     814      53     826    1390    +    7.6e-141  468.8  22.0  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     814      21     791       4     811    1504    +    7.9e-141  468.6  21.2  -
Propionibacteriaceae_Mariniluteicoccus           -          LKAP-TSAKG2_C04_028_2018_2 -               55     819       9     803       4     819    1536    +      1e-140  468.0  23.5  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     813      21     813       4     822    1484    +    1.2e-140  467.9  22.7  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_C04_028_2018_2 -                4     765      27     791      24     811    1434    +    1.2e-140  468.1  20.4  -
Chlamydiaceae_Chlamydia                          -          LKAP-TSAKG2_C04_028_2018_2 -               51     831      20     797       4     818    1548    +    1.3e-140  467.8  20.6  -
Spirochaetaceae_Borrelia                         -          LKAP-TSAKG2_C04_028_2018_2 -               22     797      21     805       9     813    1376    +    1.6e-140  467.7  20.9  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               28     814      20     821       3     826    1457    +    1.7e-140  467.9  21.1  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_C04_028_2018_2 -               39     830      20     822       3     827    1473    +    2.2e-140  467.4  20.9  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_C04_028_2018_2 -               46     843      19     812       3     826    1418    +    2.4e-140  467.0  21.3  -
Helicobacteraceae_Sulfurovum                     -          LKAP-TSAKG2_C04_028_2018_2 -                4     757      25     807      22     818    1378    +    3.2e-140  466.8  21.8  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     803      21     806       3     821    1477    +    3.3e-140  466.5  21.5  -
Neisseriaceae_Alysiella                          -          LKAP-TSAKG2_C04_028_2018_2 -               53     833      21     808       5     824    1524    +    3.6e-140  466.5  21.7  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               50     822      21     804       5     820    1483    +    3.6e-140  466.4  21.2  -
Micromonosporaceae_Pseudosporangium              -          LKAP-TSAKG2_C04_028_2018_2 -               35     813      10     815       3     827    1513    +    4.9e-140  466.2  23.1  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_C04_028_2018_2 -               23     796      10     809       3     824    1461    +    5.2e-140  466.1  22.5  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_C04_028_2018_2 -               30     818      10     810       3     822    1511    +    5.4e-140  465.9  23.3  -
Clostridiales_Guggenheimella                     -          LKAP-TSAKG2_C04_028_2018_2 -               37     819      13     810       3     823    1501    +    5.5e-140  466.0  22.7  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     809      21     811       4     822    1459    +      6e-140  465.8  21.9  -
Lachnospiraceae_Anaerobium                       -          LKAP-TSAKG2_C04_028_2018_2 -               32     785      32     814      18     826    1402    +    6.6e-140  465.8  21.2  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_C04_028_2018_2 -               44     844      19     815       3     827    1527    +    7.8e-140  465.3  21.0  -
Cyclobacteriaceae_Echinicola                     -          LKAP-TSAKG2_C04_028_2018_2 -               31     763      61     805      40     817    1388    +    8.7e-140  465.3  20.8  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-TSAKG2_C04_028_2018_2 -               51     774      65     804      44     813    1419    +    8.9e-140  465.1  20.9  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -              116     831      62     806      41     819    1480    +    9.2e-140  465.2  22.4  -
Microbacteriaceae_Aurantimicrobium               -          LKAP-TSAKG2_C04_028_2018_2 -               15     797      10     816       3     827    1473    +    1.1e-139  464.9  22.4  -
Kosmotogaceae_Kosmotoga                          -          LKAP-TSAKG2_C04_028_2018_2 -               15     798       9     805       3     817    1458    +    1.2e-139  465.0  22.9  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-TSAKG2_C04_028_2018_2 -               15     778       9     808       3     820    1480    +    1.3e-139  464.8  23.8  -
Veillonellaceae_Anaeroglobus                     -          LKAP-TSAKG2_C04_028_2018_2 -                6     781      57     822      52     828    1408    +    1.3e-139  464.6  20.3  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               55     815      21     791       5     812    1478    +    1.6e-139  464.3  21.4  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-TSAKG2_C04_028_2018_2 -               47     843      20     814       4     826    1539    +      2e-139  464.2  21.4  -
Cyclobacteriaceae_Belliella                      -          LKAP-TSAKG2_C04_028_2018_2 -               35     805      21     805       5     817    1451    +    2.3e-139  463.9  21.4  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_C04_028_2018_2 -               28     809      20     807       3     826    1464    +    2.3e-139  464.0  21.1  -
Lachnospiraceae_Murimonas                        -          LKAP-TSAKG2_C04_028_2018_2 -               44     772      55     811      33     823    1433    +    2.6e-139  463.7  22.0  -
