# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Flavobacteriaceae_Algibacter                     -          F0113_LKAP-FHGF1_B04_030 -               27     796       9     794       3     815    1441    +    3.9e-127  423.1  21.9  -
Bacillaceae_Filobacillus                         -          F0113_LKAP-FHGF1_B04_030 -               20     831       9     807       3     816    1491    +    3.9e-127  423.2  22.5  -
Ruminococcaceae_Intestinimonas                   -          F0113_LKAP-FHGF1_B04_030 -               27     808       9     806       3     816    1475    +      4e-127  423.5  22.7  -
Bacillaceae_Fermentibacillus                     -          F0113_LKAP-FHGF1_B04_030 -               46     842       9     808       3     815    1530    +    4.2e-127  423.2  22.0  -
Peptococcaceae_Desulfitibacter                   -          F0113_LKAP-FHGF1_B04_030 -              170     933      65     811      43     816    1559    +    4.7e-127  423.1  21.6  -
Eubacteriaceae_Alkalibaculum                     -          F0113_LKAP-FHGF1_B04_030 -               46     761      65     800      44     816    1517    +    5.1e-127  422.9  21.4  -
Bacillaceae_Polygonibacillus                     -          F0113_LKAP-FHGF1_B04_030 -               34     792      62     808      36     815    1480    +    5.2e-127  422.8  21.7  -
Flavobacteriaceae_Zobellia                       -          F0113_LKAP-FHGF1_B04_030 -               27     819       9     815       3     817    1448    +    5.6e-127  422.6  22.0  -
Microbacteriaceae_Glaciibacter                   -          F0113_LKAP-FHGF1_B04_030 -               27     801       9     805       3     815    1498    +    5.7e-127  422.8  21.2  -
Parvularculaceae_Aquisalinus                     -          F0113_LKAP-FHGF1_B04_030 -               75     767      64     792      42     812    1426    +    5.9e-127  423.1  20.2  -
Lachnospiraceae_Acetitomaculum                   -          F0113_LKAP-FHGF1_B04_030 -               55     828       9     802       3     816    1478    +    6.3e-127  422.9  22.4  -
Rhodobacteraceae_Pontibaca                       -          F0113_LKAP-FHGF1_B04_030 -               49     765       9     791       3     811    1434    +    6.8e-127  422.7  20.4  -
Propionibacteriaceae_Brooklawnia                 -          F0113_LKAP-FHGF1_B04_030 -               10     762       9     797       4     815    1459    +      7e-127  422.6  22.4  -
Ruminococcaceae_Blautia                          -          F0113_LKAP-FHGF1_B04_030 -               17     786       9     799       3     814    1457    +    7.3e-127  422.5  22.3  -
Chitinophagaceae_Hydrotalea                      -          F0113_LKAP-FHGF1_B04_030 -               51     824       9     793       2     802    1531    +    7.3e-127  422.3  21.1  -
Carnobacteriaceae_Isobaculum                     -          F0113_LKAP-FHGF1_B04_030 -               27     835       9     807       3     816    1515    +    7.4e-127  422.2  22.1  -
Cytophagaceae_Spirosoma                          -          F0113_LKAP-FHGF1_B04_030 -               32     794       9     802       3     817    1438    +    7.5e-127  422.3  21.6  -
Rhodobacteraceae_Pelagimonas                     -          F0113_LKAP-FHGF1_B04_030 -               27     722      57     791      37     809    1344    +    7.5e-127  422.5  19.7  -
Bacillaceae_Compostibacillus                     -          F0113_LKAP-FHGF1_B04_030 -              154     907      64     807      43     815    1555    +    7.9e-127  422.3  21.8  -
Clostridiales_Proteinivorax                      -          F0113_LKAP-FHGF1_B04_030 -               43     809       8     803       1     815    1488    +    8.1e-127  422.2  21.7  -
Blastocatellaceae_Aridibacter                    -          F0113_LKAP-FHGF1_B04_030 -               47     810       9     804       2     816    1484    +    8.9e-127  421.9  21.1  -
Microbacteriaceae_Rhodoluna                      -          F0113_LKAP-FHGF1_B04_030 -               15     767       9     793       3     813    1423    +    9.1e-127  422.3  22.0  -
Microbacteriaceae_Chryseoglobus                  -          F0113_LKAP-FHGF1_B04_030 -               24     776       9     793       3     813    1420    +    9.1e-127  422.2  21.9  -
Thermoactinomycetaceae_Salinithrix               -          F0113_LKAP-FHGF1_B04_030 -               47     841       9     803       3     816    1509    +    9.2e-127  422.4  21.8  -
Blastocatellaceae_Stenotrophobacter              -          F0113_LKAP-FHGF1_B04_030 -               47     805       9     799       2     814    1483    +    9.5e-127  421.9  21.1  -
Bacillaceae_Aeribacillus                         -          F0113_LKAP-FHGF1_B04_030 -               32     823       9     801       3     814    1516    +    1.1e-126  422.0  21.3  -
Nocardiaceae_Millisia                            -          F0113_LKAP-FHGF1_B04_030 -               48     809       9     806       3     816    1519    +    1.2e-126  421.9  23.1  -
Microbacteriaceae_Lysinibacter                   -          F0113_LKAP-FHGF1_B04_030 -               47     811       9     805       3     815    1482    +    1.2e-126  421.9  21.9  -
Chitinophagaceae_Sediminibacterium               -          F0113_LKAP-FHGF1_B04_030 -                8     779       9     793       5     803    1429    +    1.2e-126  421.8  21.0  -
Bacillaceae_Cerasibacillus                       -          F0113_LKAP-FHGF1_B04_030 -               30     841       9     807       3     816    1484    +    1.2e-126  421.8  22.3  -
Clostridiaceae_Oxobacter                         -          F0113_LKAP-FHGF1_B04_030 -               54     805       9     803       3     815    1496    +    1.4e-126  421.5  21.3  -
Flavobacteriaceae_Ulvibacter                     -          F0113_LKAP-FHGF1_B04_030 -               26     795       9     795       3     815    1440    +    1.4e-126  421.3  21.8  -
Clostridiales_Frisingicoccus                     -          F0113_LKAP-FHGF1_B04_030 -               47     825       9     806       3     816    1448    +    1.5e-126  421.5  22.3  -
Cellulomonadaceae_Tropheryma                     -          F0113_LKAP-FHGF1_B04_030 -               46     809       9     798       3     815    1484    +    1.6e-126  421.4  22.9  -
Microbacteriaceae_Yonghaparkia                   -          F0113_LKAP-FHGF1_B04_030 -               27     780       9     793       3     813    1476    +    1.6e-126  421.4  21.6  -
Porphyromonadaceae_Proteiniphilum                -          F0113_LKAP-FHGF1_B04_030 -               47     829       9     800       4     807    1523    +    1.7e-126  420.9  22.1  -
Odoribacteraceae_Odoribacter                     -          F0113_LKAP-FHGF1_B04_030 -               27     796       9     792       4     805    1478    +    1.8e-126  421.0  22.1  -
Crocinitomicaceae_Lishizhenia                    -          F0113_LKAP-FHGF1_B04_030 -               52     827       9     792       4     798    1513    +    1.9e-126  420.7  21.3  -
Thermoactinomycetaceae_Hazenella                 -          F0113_LKAP-FHGF1_B04_030 -               27     774       9     800       3     814    1426    +    1.9e-126  421.2  22.6  -
Flavobacteriaceae_Gaetbulibacter                 -          F0113_LKAP-FHGF1_B04_030 -               27     796       9     794       3     814    1450    +      2e-126  420.8  21.9  -
Rhodobacteraceae_Maliponia                       -          F0113_LKAP-FHGF1_B04_030 -               27     732       9     791       3     811    1373    +    2.1e-126  421.2  20.9  -
Aerococcaceae_Abiotrophia                        -          F0113_LKAP-FHGF1_B04_030 -               47     842       9     801       3     815    1411    +    2.2e-126  420.9  21.9  -
Brachyspiraceae_Brachyspira                      -          F0113_LKAP-FHGF1_B04_030 -               18     772       8     798       4     807    1441    +    2.3e-126  420.7  22.3  -
Microbacteriaceae_Diaminobutyricibacter          -          F0113_LKAP-FHGF1_B04_030 -               36     788       9     792       3     812    1466    +    2.4e-126  420.8  21.9  -
Syntrophomonadaceae_Dethiobacter                 -          F0113_LKAP-FHGF1_B04_030 -               13     780       9     804       4     815    1441    +    2.5e-126  420.6  22.1  -
Lachnospiraceae_Lachnospira                      -          F0113_LKAP-FHGF1_B04_030 -               43     814       9     799       3     814    1518    +    2.7e-126  420.6  22.0  -
Lachnospiraceae_Mobilisporobacter                -          F0113_LKAP-FHGF1_B04_030 -               48     823       9     810       3     816    1589    +    2.8e-126  420.5  22.4  -
Clostridiaceae_Caloranaerobacter                 -          F0113_LKAP-FHGF1_B04_030 -               19     774      31     807      15     816    1443    +    3.3e-126  420.5  23.1  -
Intrasporangiaceae_Terracoccus                   -          F0113_LKAP-FHGF1_B04_030 -               27     784       9     797       3     815    1479    +    3.5e-126  420.2  22.1  -
Microbacteriaceae_Aurantimicrobium               -          F0113_LKAP-FHGF1_B04_030 -               27     780       9     793       3     813    1473    +    3.7e-126  420.1  22.2  -
Cytophagaceae_Dyadobacter                        -          F0113_LKAP-FHGF1_B04_030 -               56     788      67     800      47     815    1416    +    4.3e-126  419.8  20.9  -
Intrasporangiaceae_Monashia                      -          F0113_LKAP-FHGF1_B04_030 -               47     804       9     795       3     814    1488    +    4.4e-126  419.9  21.7  -
Nautiliaceae_Nitratiruptor                       -          F0113_LKAP-FHGF1_B04_030 -               27     787       9     797       3     813    1409    +    4.6e-126  420.1  22.5  -
Natranaerobiaceae_Natranaerobaculum              -          F0113_LKAP-FHGF1_B04_030 -               46     827       9     807       3     815    1499    +    4.6e-126  419.8  22.5  -
Promicromonosporaceae_Xylanimicrobium            -          F0113_LKAP-FHGF1_B04_030 -               27     777       9     797       3     815    1467    +    4.8e-126  419.9  22.2  -
Flavobacteriaceae_Myroides                       -          F0113_LKAP-FHGF1_B04_030 -               27     793       9     794       2     814    1439    +      5e-126  419.4  20.7  -
Anaerolineaceae_Thermomarinilinea                -          F0113_LKAP-FHGF1_B04_030 -               27     786       9     797       3     812    1435    +    5.6e-126  419.9  21.9  -
Microbacteriaceae_Conyzicola                     -          F0113_LKAP-FHGF1_B04_030 -               34     796       9     805       4     815    1457    +    5.8e-126  419.5  22.1  -
Micropepsaceae_Micropepsis                       -          F0113_LKAP-FHGF1_B04_030 -               44     766       7     794       1     814    1455    +      6e-126  419.5  20.8  -
Clostridiaceae_Caldisalinibacter                 -          F0113_LKAP-FHGF1_B04_030 -               49     816       9     796       3     815    1526    +    6.4e-126  419.3  22.2  -
Intrasporangiaceae_Humibacillus                  -          F0113_LKAP-FHGF1_B04_030 -               42     756      65     797      43     815    1480    +    6.5e-126  419.3  21.9  -
Leptospiraceae_Leptonema                         -          F0113_LKAP-FHGF1_B04_030 -               25     783       7     807       3     815    1428    +    6.6e-126  419.4  22.1  -
Flavobacteriaceae_Gillisia                       -          F0113_LKAP-FHGF1_B04_030 -               26     793       9     793       3     811    1435    +    7.5e-126  418.8  21.0  -
Lachnospiraceae_Parasporobacterium               -          F0113_LKAP-FHGF1_B04_030 -               27     803       9     803       3     816    1487    +    7.6e-126  419.2  22.4  -
Nautiliaceae_Cetia                               -          F0113_LKAP-FHGF1_B04_030 -               55     800       9     800       3     815    1482    +    7.7e-126  419.3  22.6  -
