# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Rhodospirillaceae_Aliidongia                     -          B1h_reverse          -              416    1388    1048      48    1097      27    1447    -    6.1e-147  489.5  22.9  -
Acetobacteraceae_Rubritepida                     -          B1h_reverse          -              346    1349    1079      58    1100      30    1429    -    6.3e-147  489.5  23.8  -
Bacillaceae_Natribacillus                        -          B1h_reverse          -              451    1494    1160      61    1183      40    1557    -    6.5e-147  489.5  22.8  -
Flavobacteriaceae_Spongiibacterium               -          B1h_reverse          -              467    1403    1050      77    1077      56    1485    -      7e-147  489.3  21.0  -
Heliobacteriaceae_Hydrogenispora                 -          B1h_reverse          -              384    1388    1084      60    1104      35    1443    -    7.4e-147  489.2  22.6  -
Rhodospirillaceae_Tagaea                         -          B1h_reverse          -              431    1410    1047      39    1069      18    1467    -    7.5e-147  489.2  22.9  -
Nocardiaceae_Millisia                            -          B1h_reverse          -              445    1424    1049      42    1070      20    1519    -    7.6e-147  489.3  23.0  -
Hydrogenimonaceae_Hydrogenimonas                 -          B1h_reverse          -              458    1403    1031      61    1052      41    1422    -    7.8e-147  489.2  20.9  -
Lachnospiraceae_Agathobacter                     -          B1h_reverse          -              422    1360    1041      74    1068      53    1434    -    8.6e-147  488.9  21.4  -
Acidothermaceae_Acidothermus                     -          B1h_reverse          -              443    1417    1048      43    1070      21    1509    -    8.6e-147  489.2  22.8  -
Hyphomonadaceae_Litorimonas                      -          B1h_reverse          -              404    1329    1016      47    1037      26    1357    -    9.4e-147  489.0  21.5  -
Lachnospiraceae_Murimonas                        -          B1h_reverse          -              418    1355    1040      73    1067      39    1433    -    9.8e-147  488.8  21.5  -
Rhodospirillaceae_Defluviicoccus                 -          B1h_reverse          -              418    1389    1043      49    1073      28    1452    -    1.1e-146  488.9  22.7  -
Flavobacteriaceae_Zobellia                       -          B1h_reverse          -              416    1386    1096      76    1138      56    1448    -    1.3e-146  488.2  22.2  -
Flavobacteriaceae_Robiginitalea                  -          B1h_reverse          -              443    1409    1096      77    1117      57    1525    -    1.5e-146  488.2  22.4  -
Peptococcaceae_Desulfurispora                    -          B1h_reverse          -              548    1477    1015      66    1046      40    1567    -    1.7e-146  487.9  20.9  -
Rhodospirillaceae_Pelagibius                     -          B1h_reverse          -              408    1379    1048      48    1096      27    1422    -    1.7e-146  488.2  23.3  -
Aerococcaceae_Abiotrophia                        -          B1h_reverse          -              390    1410    1166      91    1188      90    1411    -    1.8e-146  487.9  22.4  -
Flavobacteriaceae_Capnocytophaga                 -          B1h_reverse          -              410    1393    1096      60    1130      40    1439    -    1.8e-146  487.9  21.2  -
Eubacteriaceae_Alkalibaculum                     -          B1h_reverse          -              406    1356    1047      59    1068      39    1517    -    1.9e-146  487.8  21.1  -
Acidobacteriaceae_Bryocella                      -          B1h_reverse          -              443    1399    1030      47    1067      31    1416    -    1.9e-146  487.7  21.7  -
Rhodospirillaceae_Haematospirillum               -          B1h_reverse          -              371    1364    1080      49    1123      27    1408    -    2.2e-146  487.7  23.3  -
Clostridiales_Sporanaerobacter                   -          B1h_reverse          -              465    1431    1047      47    1068      24    1523    -    2.3e-146  487.5  22.2  -
Ruminococcaceae_Anaerotruncus                    -          B1h_reverse          -              434    1369    1048      76    1101      56    1393    -    2.3e-146  487.5  21.7  -
Hyphomicrobiaceae_Arsenicitalea                  -          B1h_reverse          -              372    1364    1077      49    1104      29    1438    -    2.5e-146  487.4  22.4  -
Rhodobiaceae_Tepidamorphus                       -          B1h_reverse          -              338    1366    1094      40    1124      19    1391    -    2.6e-146  487.5  23.7  -
Rhizobiaceae_Ciceribacter                        -          B1h_reverse          -              376    1351    1051      46    1101      24    1392    -    2.6e-146  487.6  22.7  -
Flavobacteriaceae_Lutimonas                      -          B1h_reverse          -              466    1387    1029      76    1050      56    1449    -    2.8e-146  487.1  20.1  -
Ruminococcaceae_Fournierella                     -          B1h_reverse          -              464    1428    1049      47    1070      27    1491    -      3e-146  487.2  21.7  -
Nitriliruptoraceae_Nitriliruptor                 -          B1h_reverse          -              437    1414    1049      41    1070      32    1425    -    3.1e-146  487.1  21.9  -
Phyllobacteriaceae_Lentilitoribacter             -          B1h_reverse          -              369    1339    1080      74    1117      50    1443    -    3.4e-146  487.3  22.6  -
Clostridiaceae_Proteiniclasticum                 -          B1h_reverse          -              479    1399    1015      69    1038      47    1516    -    3.6e-146  487.0  20.5  -
Acetobacteraceae_Granulibacter                   -          B1h_reverse          -              425    1397    1048      44    1099      21    1491    -    3.9e-146  487.1  23.9  -
Rhodobiaceae_Microbaculum                        -          B1h_reverse          -              427    1397    1033      39    1069      18    1455    -    4.3e-146  486.7  23.2  -
Syntrophomonadaceae_Dethiobacter                 -          B1h_reverse          -              415    1394    1053      44    1100      23    1441    -    4.5e-146  486.5  22.4  -
Aerococcaceae_Globicatella                       -          B1h_reverse          -              353    1420    1168      45    1188      23    1490    -    4.7e-146  486.3  23.4  -
Phyllobacteriaceae_Oricola                       -          B1h_reverse          -              373    1381    1080      37    1116      16    1455    -    4.8e-146  486.6  23.8  -
Fervidobacteraceae_Fervidobacterium              -          B1h_reverse          -              426    1396    1041      48    1061      28    1480    -    5.3e-146  486.6  22.0  -
Rhodospirillaceae_Marinibaculum                  -          B1h_reverse          -              378    1398    1096      49    1126      27    1464    -    5.5e-146  486.3  23.1  -
Carnobacteriaceae_Allofustis                     -          B1h_reverse          -              481    1397    1017      76    1068      53    1500    -      6e-146  486.0  21.3  -
Lachnospiraceae_Syntrophococcus                  -          B1h_reverse          -              463    1398    1040      74    1061      54    1535    -      6e-146  486.2  21.8  -
Jiangellaceae_Haloactinopolyspora                -          B1h_reverse          -              401    1381    1055      44    1077      23    1432    -      7e-146  486.0  23.5  -
Rhodobiaceae_Anderseniella                       -          B1h_reverse          -              370    1373    1077      37    1102      17    1406    -      7e-146  486.0  23.3  -
Rhodobiaceae_Methyloceanibacter                  -          B1h_reverse          -              438    1388    1033      49    1068      29    1485    -    7.2e-146  486.0  22.2  -
Heliobacteriaceae_Heliobacillus                  -          B1h_reverse          -              450    1410    1047      56    1068      35    1482    -    7.9e-146  485.8  21.8  -
Aerococcaceae_Ignavigranum                       -          B1h_reverse          -              369    1399    1163      76    1186      59    1417    -    8.4e-146  485.6  22.1  -
