# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               49     950      19     942       7     942    1480    +    2.5e-167  556.6  31.2  -
Cyclobacteriaceae_Cyclobacterium                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      18     942       4     942    1465    +    2.7e-167  556.6  31.0  -
Clostridiales_Proteocatella                      -          LKAP-TSAKG2_A10_080_2018_2 -               16     910      13     941       3     942    1450    +    3.1e-167  556.4  32.2  -
Glycomycetaceae_Salininema                       -          LKAP-TSAKG2_A10_080_2018_2 -               36     932      13     941       3     942    1492    +    3.6e-167  556.2  32.2  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_A10_080_2018_2 -               19     914      14     941       3     942    1462    +    3.8e-167  556.1  31.5  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     912      13     941       3     942    1461    +    3.8e-167  556.0  31.8  -
Micromonosporaceae_Polymorphospora               -          LKAP-TSAKG2_A10_080_2018_2 -               16     899      13     941       3     942    1471    +      4e-167  556.0  31.4  -
Microbacteriaceae_Allohumibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               25     916      13     941       3     942    1450    +    4.1e-167  555.9  31.5  -
Helicobacteraceae_Sulfurimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     912      12     942       5     942    1452    +    4.4e-167  555.9  29.9  -
Lachnospiraceae_Lachnobacterium                  -          LKAP-TSAKG2_A10_080_2018_2 -               33     934      13     941       3     942    1453    +    4.5e-167  555.8  32.4  -
Flammeovirgaceae_Marivirga                       -          LKAP-TSAKG2_A10_080_2018_2 -               24     915      19     942       7     942    1476    +    4.7e-167  555.9  31.0  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     945      19     942       6     942    1504    +    4.9e-167  555.6  31.1  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_A10_080_2018_2 -               37     923      13     941       3     942    1510    +      5e-167  555.8  31.5  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               16     931      14     941       3     942    1506    +    5.2e-167  555.5  32.3  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     921      19     942       7     942    1456    +    5.9e-167  555.4  30.8  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     913       9     941       3     942    1425    +    8.5e-167  554.8  31.6  -
Desulfohalobiaceae_Desulfovermiculus             -          LKAP-TSAKG2_A10_080_2018_2 -               10     924      15     941       6     942    1424    +    1.2e-166  554.5  32.5  -
Sporomusaceae_Anaeromusa                         -          LKAP-TSAKG2_A10_080_2018_2 -               26     943      12     941       3     942    1530    +    1.5e-166  553.9  32.3  -
Veillonellaceae_Negativicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -                3     921      21     941      19     942    1401    +    1.7e-166  553.6  31.6  -
Micromonosporaceae_Krasilnikovia                 -          LKAP-TSAKG2_A10_080_2018_2 -               35     920      13     941       3     942    1511    +    1.7e-166  553.9  31.7  -
Clostridiaceae_Saccharofermentans                -          LKAP-TSAKG2_A10_080_2018_2 -               34     927      14     941       3     942    1510    +    1.8e-166  553.7  31.6  -
Nocardioidaceae_Thermasporomyces                 -          LKAP-TSAKG2_A10_080_2018_2 -               16     904      13     940       3     942    1447    +    1.9e-166  553.8  31.5  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-TSAKG2_A10_080_2018_2 -               27     872      81     942      61     942    1375    +      2e-166  554.2  30.1  -
Clostridiaceae_Salimesophilobacter               -          LKAP-TSAKG2_A10_080_2018_2 -               38     924      15     941       3     942    1471    +    2.2e-166  553.4  30.9  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     913      19     942       8     942    1439    +    2.3e-166  553.5  30.4  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_A10_080_2018_2 -               37     938      13     941       3     942    1494    +    2.9e-166  553.2  32.0  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_A10_080_2018_2 -               16     916      13     941       3     942    1461    +    3.5e-166  552.6  31.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-TSAKG2_A10_080_2018_2 -               39     958      14     941       3     942    1549    +    3.9e-166  552.7  33.0  -
Sporomusaceae_Thermosinus                        -          LKAP-TSAKG2_A10_080_2018_2 -               41     956      16     941       3     942    1554    +    4.8e-166  552.2  32.1  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     932      13     941       3     942    1480    +    4.9e-166  552.4  32.0  -
Veillonellaceae_Anaeroglobus                     -          LKAP-TSAKG2_A10_080_2018_2 -                7     884      76     941      69     942    1408    +      5e-166  552.2  29.9  -
Acidothermaceae_Acidothermus                     -          LKAP-TSAKG2_A10_080_2018_2 -               33     918      13     941       3     942    1509    +    6.3e-166  552.1  31.2  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-TSAKG2_A10_080_2018_2 -               34     925      19     942       7     942    1484    +      8e-166  551.6  31.4  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               36     929      13     941       3     942    1490    +    8.1e-166  551.7  31.3  -
Veillonellaceae_Allisonella                      -          LKAP-TSAKG2_A10_080_2018_2 -               38     972      14     941       3     942    1537    +    8.4e-166  551.4  32.1  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               33     925      19     942       8     942    1469    +    8.6e-166  551.5  31.7  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_A10_080_2018_2 -               18     916      13     941       3     942    1416    +      1e-165  551.3  31.5  -
Clostridiales_Soehngenia                         -          LKAP-TSAKG2_A10_080_2018_2 -               21     917      14     941       3     942    1494    +      1e-165  551.4  32.0  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_A10_080_2018_2 -               12     910      11     940       3     942    1443    +    1.1e-165  551.4  31.2  -
Clostridiaceae_Fervidicella                      -          LKAP-TSAKG2_A10_080_2018_2 -                5     836      79     941      76     942    1423    +    1.2e-165  551.2  27.8  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-TSAKG2_A10_080_2018_2 -               44     953      18     941       3     942    1509    +    1.2e-165  551.0  32.0  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               39     925      16     942       5     942    1484    +    1.3e-165  550.8  31.1  -
Syntrophomonadaceae_Syntrophothermus             -          LKAP-TSAKG2_A10_080_2018_2 -              166    1034      80     941      60     942    1588    +    1.5e-165  550.9  31.0  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-TSAKG2_A10_080_2018_2 -               21     841      72     941      52     942    1401    +    1.6e-165  550.7  29.1  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_A10_080_2018_2 -                1     842      82     941      82     942    1427    +    1.6e-165  550.7  28.1  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-TSAKG2_A10_080_2018_2 -               27     925      13     941       3     942    1465    +    1.9e-165  550.5  32.1  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-TSAKG2_A10_080_2018_2 -               13     902      13     941       3     942    1420    +      2e-165  550.3  31.1  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               16     937      13     941       3     942    1479    +    2.1e-165  550.3  32.3  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-TSAKG2_A10_080_2018_2 -               36     935      13     941       3     942    1498    +    2.2e-165  550.2  32.3  -
Lachnospiraceae_Abyssivirga                      -          LKAP-TSAKG2_A10_080_2018_2 -               36     931      13     941       3     942    1520    +    2.3e-165  550.0  32.4  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_A10_080_2018_2 -               38     926      13     941       3     942    1516    +    2.4e-165  550.2  31.4  -
Aquificales_Thermosulfidibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               10     939      15     941       6     942    1450    +    2.6e-165  550.1  33.4  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               34     935      13     941       3     942    1484    +    2.7e-165  549.9  32.0  -
Cellulomonadaceae_Tropheryma                     -          LKAP-TSAKG2_A10_080_2018_2 -               35     925      13     941       3     942    1484    +    3.1e-165  549.8  31.4  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_A10_080_2018_2 -               38     954      13     941       3     942    1418    +    3.3e-165  549.4  32.7  -
Nannocystaceae_Plesiocystis                      -          LKAP-TSAKG2_A10_080_2018_2 -               30     930      13     941       3     942    1484    +    3.4e-165  549.6  31.9  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-TSAKG2_A10_080_2018_2 -                7     890      13     941       6     942    1441    +    3.5e-165  549.6  31.0  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_A10_080_2018_2 -               11     939      13     941       4     942    1494    +    3.6e-165  549.3  31.9  -
Clostridiaceae_Thermobrachium                    -          LKAP-TSAKG2_A10_080_2018_2 -                3     834      79     941      77     942    1404    +    3.7e-165  549.6  28.0  -
Dermatophilaceae_Austwickia                      -          LKAP-TSAKG2_A10_080_2018_2 -               21     910      13     941       3     942    1495    +    4.7e-165  549.2  31.6  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-TSAKG2_A10_080_2018_2 -               41     904      16     941       3     942    1495    +    4.9e-165  548.8  29.8  -
Egicoccaceae_Egicoccus                           -          LKAP-TSAKG2_A10_080_2018_2 -               34     924       9     941       3     942    1512    +    5.5e-165  548.9  32.0  -
Brachyspiraceae_Brachyspira                      -          LKAP-TSAKG2_A10_080_2018_2 -               11     889      14     942       5     942    1441    +    6.3e-165  548.7  31.2  -
Ruminococcaceae_Fournierella                     -          LKAP-TSAKG2_A10_080_2018_2 -               38     938      13     941       3     942    1491    +      7e-165  548.5  32.2  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_A10_080_2018_2 -               43     936      18     941       4     942    1475    +    7.2e-165  548.5  32.7  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_A10_080_2018_2 -               22     916      17     942       4     942    1475    +    7.6e-165  548.6  31.4  -
