# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-GUTHK2_A08_064_2017_1 -               38     882       4     877       1     879    1542    +    4.5e-139  463.1  21.5  -
Microbacteriaceae_Glaciibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               17     856      11     877       1     879    1498    +    4.7e-139  462.9  22.2  -
Pasteurellaceae_Mannheimia                       -          LKAP-GUTHK2_A08_064_2017_1 -               29     884       4     877       1     879    1504    +    4.9e-139  462.7  22.0  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-GUTHK2_A08_064_2017_1 -               17     854       4     877       1     879    1464    +    6.1e-139  462.6  21.1  -
Lachnospiraceae_Parasporobacterium               -          LKAP-GUTHK2_A08_064_2017_1 -                9     857       4     877       1     879    1487    +    6.3e-139  462.6  22.3  -
Clostridiaceae_Extibacter                        -          LKAP-GUTHK2_A08_064_2017_1 -               18     866       4     877       1     879    1436    +    6.6e-139  462.4  22.7  -
Ruminococcaceae_Blautia                          -          LKAP-GUTHK2_A08_064_2017_1 -               18     844      19     877       5     879    1457    +    7.3e-139  462.3  21.9  -
Spirochaetaceae_Borrelia                         -          LKAP-GUTHK2_A08_064_2017_1 -               51     848      74     876      53     878    1376    +    7.4e-139  462.2  20.8  -
Selenomonadaceae_Centipeda                       -          LKAP-GUTHK2_A08_064_2017_1 -                5     879       5     877       1     879    1494    +    7.5e-139  462.1  21.9  -
Clostridiales_Muricomes                          -          LKAP-GUTHK2_A08_064_2017_1 -               18     867       4     877       1     879    1431    +    7.7e-139  462.2  22.5  -
Holophagaceae_Geothrix                           -          LKAP-GUTHK2_A08_064_2017_1 -               53     860      77     877      55     879    1448    +    8.1e-139  462.3  20.7  -
Iamiaceae_Aquihabitans                           -          LKAP-GUTHK2_A08_064_2017_1 -               11     840       6     877       1     879    1439    +    8.7e-139  462.3  21.2  -
Campylobacteraceae_Arcobacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               64     833      75     877      55     879    1411    +    9.5e-139  461.9  18.7  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-GUTHK2_A08_064_2017_1 -               18     845      18     877       3     879    1418    +      1e-138  462.0  21.6  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-GUTHK2_A08_064_2017_1 -               35     861      17     877       1     879    1472    +    1.2e-138  461.7  22.7  -
Clostridiaceae_Eisenbergiella                    -          LKAP-GUTHK2_A08_064_2017_1 -                9     782      74     877      67     879    1390    +    1.7e-138  461.1  19.0  -
Flammeovirgaceae_Fabibacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               28     854      19     877       2     878    1420    +    1.8e-138  461.1  21.5  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-GUTHK2_A08_064_2017_1 -                9     885       5     877       1     879    1469    +    1.9e-138  461.0  22.5  -
Micromonosporaceae_Spirilliplanes                -          LKAP-GUTHK2_A08_064_2017_1 -                9     838       4     877       1     879    1470    +      2e-138  461.0  21.7  -
Ruminococcaceae_Papillibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               23     860       5     877       1     879    1491    +      2e-138  460.9  21.5  -
Lachnospiraceae_Anaerobium                       -          LKAP-GUTHK2_A08_064_2017_1 -               33     835      46     877      19     879    1402    +    2.1e-138  460.9  21.1  -
Lachnospiraceae_Murimonas                        -          LKAP-GUTHK2_A08_064_2017_1 -                5     824      25     877      21     879    1433    +    2.1e-138  460.8  22.0  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-GUTHK2_A08_064_2017_1 -               27     811      77     877      57     879    1375    +    2.4e-138  461.1  20.7  -
Cyclobacteriaceae_Cyclobacterium                 -          LKAP-GUTHK2_A08_064_2017_1 -               25     855      17     877       2     879    1465    +    2.6e-138  460.5  21.8  -
Euzebyaceae_Euzebya                              -          LKAP-GUTHK2_A08_064_2017_1 -               17     844       9     876       1     879    1476    +    2.8e-138  460.5  21.4  -
Microbacteriaceae_Conyzicola                     -          LKAP-GUTHK2_A08_064_2017_1 -               35     851      19     877       1     879    1457    +      3e-138  460.2  21.3  -
Intrasporangiaceae_Monashia                      -          LKAP-GUTHK2_A08_064_2017_1 -               30     868       5     877       1     879    1488    +    3.3e-138  460.2  21.5  -
Intrasporangiaceae_Ornithinibacter               -          LKAP-GUTHK2_A08_064_2017_1 -               18     842      15     877       3     879    1441    +    3.4e-138  460.1  21.2  -
Microbacteriaceae_Huakuichenia                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     866       4     877       1     879    1482    +    3.4e-138  460.2  21.2  -
Microbacteriaceae_Naasia                         -          LKAP-GUTHK2_A08_064_2017_1 -               27     853      12     877       1     879    1463    +    3.5e-138  460.1  21.0  -
Dermacoccaceae_Demetria                          -          LKAP-GUTHK2_A08_064_2017_1 -               20     840      19     877       3     879    1457    +    3.7e-138  459.9  21.3  -
Porphyromonadaceae_Coprobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               59     894      19     877       6     878    1540    +    3.8e-138  459.8  21.8  -
Ruminococcaceae_Intestinimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -                9     860       4     877       1     879    1475    +    4.2e-138  459.9  21.8  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-GUTHK2_A08_064_2017_1 -               28     881      19     877       1     879    1482    +    4.6e-138  460.0  22.7  -
Intrasporangiaceae_Kribbia                       -          LKAP-GUTHK2_A08_064_2017_1 -                9     843       4     877       1     879    1476    +    4.8e-138  459.7  21.7  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-GUTHK2_A08_064_2017_1 -               80     869      74     877      49     879    1463    +    5.3e-138  459.2  20.5  -
Syntrophomonadaceae_Pelospora                    -          LKAP-GUTHK2_A08_064_2017_1 -               96     907      75     877      53     879    1500    +    5.7e-138  459.4  20.3  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-GUTHK2_A08_064_2017_1 -                4     857       6     877       3     879    1475    +      6e-138  459.5  22.7  -
Flammeovirgaceae_Marivirga                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     854      19     877       2     878    1476    +    6.2e-138  459.2  21.7  -
Gaiellaceae_Gaiella                              -          LKAP-GUTHK2_A08_064_2017_1 -               31     889       6     877       1     879    1544    +    7.1e-138  458.9  22.6  -
Clostridiales_Finegoldia                         -          LKAP-GUTHK2_A08_064_2017_1 -                4     826      19     877      16     878    1409    +    7.7e-138  459.0  21.8  -
Intrasporangiaceae_Lapillicoccus                 -          LKAP-GUTHK2_A08_064_2017_1 -               15     835      19     877       7     879    1412    +    8.3e-138  458.8  21.0  -
Beutenbergiaceae_Miniimonas                      -          LKAP-GUTHK2_A08_064_2017_1 -                9     847       4     877       1     879    1447    +    8.5e-138  458.7  21.9  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP-GUTHK2_A08_064_2017_1 -               27     836      18     877       1     879    1447    +    8.6e-138  458.9  21.9  -
Lachnospiraceae_Marvinbryantia                   -          LKAP-GUTHK2_A08_064_2017_1 -               11     846      14     877       3     879    1456    +    9.5e-138  458.8  22.0  -
Syntrophobacteraceae_Desulfoglaeba               -          LKAP-GUTHK2_A08_064_2017_1 -               36     887      19     876       1     879    1495    +    9.8e-138  458.7  22.6  -
Melioribacteraceae_Melioribacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               40     884      12     877       1     879    1539    +    9.9e-138  458.5  21.9  -
Natranaerobiaceae_Natronovirga                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     678     206     877     186     879    1225    +      1e-137  458.5  15.0  -
Microbacteriaceae_Marisediminicola               -          LKAP-GUTHK2_A08_064_2017_1 -               30     864       5     877       1     879    1480    +      1e-137  458.5  21.5  -
Clostridiaceae_Oxobacter                         -          LKAP-GUTHK2_A08_064_2017_1 -               38     859       6     876       1     879    1496    +      1e-137  458.4  20.1  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-GUTHK2_A08_064_2017_1 -               25     870      17     877       1     879    1471    +    1.1e-137  458.5  22.3  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-GUTHK2_A08_064_2017_1 -               35     873      19     877       1     879    1516    +    1.4e-137  458.0  22.1  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               37     864      19     877       2     878    1469    +    2.5e-137  457.1  22.3  -
Brachyspiraceae_Brachyspira                      -          LKAP-GUTHK2_A08_064_2017_1 -               20     826      19     875       6     878    1441    +    2.6e-137  457.1  21.3  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-GUTHK2_A08_064_2017_1 -               91     890      74     877      53     879    1513    +    2.6e-137  457.2  20.5  -
Clostridiaceae_Cellulosibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -              218     997      73     877      52     879    1570    +    2.8e-137  456.9  20.7  -
Eubacteriaceae_Anaerofustis                      -          LKAP-GUTHK2_A08_064_2017_1 -               18     838      18     877       3     879    1462    +    3.7e-137  456.8  22.3  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-GUTHK2_A08_064_2017_1 -                9     846       4     877       1     879    1476    +    4.5e-137  456.4  21.3  -
Porphyromonadaceae_Paludibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               36     868      19     877       6     878    1471    +    4.7e-137  456.4  20.8  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-GUTHK2_A08_064_2017_1 -               36     864      18     877       2     878    1484    +    5.6e-137  455.9  21.9  -
Clostridiales_Proteinivorax                      -          LKAP-GUTHK2_A08_064_2017_1 -               45     864      19     877       2     879    1488    +    6.2e-137  455.7  20.6  -
Sneathiellaceae_Oceanibacterium                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     838       4     877       1     879    1397    +    6.6e-137  455.9  21.0  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               17     861       4     877       1     879    1423    +    7.8e-137  455.6  22.1  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-GUTHK2_A08_064_2017_1 -                4     821      19     877      16     879    1450    +    8.2e-137  455.7  21.2  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-GUTHK2_A08_064_2017_1 -               16     860       4     877       1     879    1469    +    8.5e-137  455.6  21.6  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-GUTHK2_A08_064_2017_1 -               38     890       4     877       1     879    1548    +    8.6e-137  455.5  22.4  -
