# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Coriobacteriaceae_Collinsella                    -          A1b_forward          -               24     892       4     900       2     900    1468    +    6.4e-155  515.9  19.6  -
Anaerolineaceae_Anaerolinea                      -          A1b_forward          -               21     894       4     900       2     900    1457    +    7.1e-155  515.7  20.3  -
Lachnospiraceae_Lachnospira                      -          A1b_forward          -               20     910       4     899       2     900    1518    +    7.4e-155  515.2  19.5  -
Rhodobacteraceae_Pelagibaca                      -          A1b_forward          -               23     867       3     900       1     900    1460    +    9.3e-155  514.9  18.7  -
Hyphomonadaceae_Litorimonas                      -          A1b_forward          -                1     830      27     900      27     900    1357    +    1.1e-154  514.8  18.7  -
Lachnospiraceae_Mobilitalea                      -          A1b_forward          -               12     900       4     899       2     900    1444    +    1.2e-154  514.6  19.6  -
Rhodobacteraceae_Tranquillimonas                 -          A1b_forward          -               24     814      71     900      51     900    1364    +    1.4e-154  514.5  18.7  -
Cytophagaceae_Larkinella                         -          A1b_forward          -               11     891       4     899       2     900    1433    +    1.4e-154  514.3  19.3  -
Rhodobacteraceae_Youngimonas                     -          A1b_forward          -                6     848       3     900       1     900    1423    +    1.6e-154  514.2  18.4  -
Thermodesulfobiaceae_Coprothermobacter           -          A1b_forward          -               19     904       3     899       1     900    1529    +    1.7e-154  514.0  18.4  -
Rhodobacteraceae_Pseudodonghicola                -          A1b_forward          -               21     863       3     900       1     900    1424    +    1.8e-154  514.1  18.8  -
Desulfomicrobiaceae_Desulfoplanes                -          A1b_forward          -                4     914       4     900       2     900    1437    +    1.9e-154  513.9  19.0  -
Rhodobacteraceae_Rubribacterium                  -          A1b_forward          -                1     833       4     900       4     900    1380    +    1.9e-154  514.2  20.1  -
Rhodospirillaceae_Defluviicoccus                 -          A1b_forward          -               22     869       3     900       1     900    1452    +    1.9e-154  514.1  18.9  -
Gaiellaceae_Gaiella                              -          A1b_forward          -               23     927       3     900       1     900    1544    +      2e-154  513.7  18.5  -
Thermoactinomycetaceae_Salinithrix               -          A1b_forward          -               23     932       3     900       1     900    1509    +    2.1e-154  514.0  18.8  -
Sphingomonadaceae_Sandarakinorhabdus             -          A1b_forward          -               24     815      72     900      52     900    1346    +    2.2e-154  513.8  18.4  -
Clostridiaceae_Lutispora                         -          A1b_forward          -                3     888       3     900       1     900    1438    +    2.2e-154  513.7  19.2  -
Acidaminococcaceae_Phascolarctobacterium         -          A1b_forward          -              168    1018      72     900      56     900    1610    +    2.6e-154  513.2  18.5  -
Nautiliaceae_Thioreductor                        -          A1b_forward          -                4     859       4     899       2     900    1417    +    2.8e-154  513.5  18.8  -
Oligoflexaceae_Oligoflexus                       -          A1b_forward          -                4     896       4     900       2     900    1458    +    2.9e-154  513.4  19.2  -
Rhodobacteraceae_Salinovum                       -          A1b_forward          -                2     818      30     900      29     900    1334    +      3e-154  513.4  18.6  -
Acetobacteraceae_Craurococcus                    -          A1b_forward          -               23     871       3     900       1     900    1443    +    3.2e-154  513.5  19.4  -
Thermaceae_Oceanithermus                         -          A1b_forward          -               19     907       4     900       2     900    1503    +    3.6e-154  513.0  19.7  -
Erythrobacteraceae_Qipengyuania                  -          A1b_forward          -               20     867       3     900       1     900    1452    +    4.5e-154  512.6  18.4  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          A1b_forward          -               23     936       3     900       1     900    1549    +      5e-154  512.6  19.5  -
Helicobacteraceae_Wolinella                      -          A1b_forward          -               30     890       4     899       2     900    1481    +    6.9e-154  512.1  18.9  -
Rhodospirillaceae_Lacibacterium                  -          A1b_forward          -               29     819      72     900      52     900    1401    +    8.8e-154  511.9  18.7  -
Alphaproteobacteria_Geminicoccus                 -          A1b_forward          -               28     818      70     900      49     900    1352    +    9.3e-154  511.8  18.6  -
Rhodobacteraceae_Planktotalea                    -          A1b_forward          -               22     815      69     900      49     900    1336    +    1.1e-153  511.4  18.6  -
Bradymonadaceae_Bradymonas                       -          A1b_forward          -                3     894       3     900       1     900    1461    +    1.2e-153  511.0  18.7  -
Bacillaceae_Thermolongibacillus                  -          A1b_forward          -                3     887      35     900      33     900    1432    +    1.3e-153  511.1  18.8  -
Rhodobacteraceae_Profundibacterium               -          A1b_forward          -               10     853       3     900       1     900    1436    +    1.3e-153  511.4  18.9  -
Sandaracinaceae_Sandaracinus                     -          A1b_forward          -                1     904      12     900      12     900    1506    +    1.6e-153  511.0  18.5  -
