# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               15     869      13     877       2     880    1506    +      1e-135  451.8  21.1  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-GUTHK2_B05_045_2017_1 -               39     902      14     877       3     879    1528    +    1.1e-135  451.7  21.4  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-GUTHK2_B05_045_2017_1 -               17     851      12     877       2     881    1479    +    1.2e-135  451.8  21.8  -
Burkholderiales_Rubrivivax                       -          LKAP-GUTHK2_B05_045_2017_1 -               41     876      16     877       2     879    1496    +    1.2e-135  451.5  20.9  -
Nocardiaceae_Micropolyspora                      -          LKAP-GUTHK2_B05_045_2017_1 -               29     850      16     877       1     880    1461    +    1.2e-135  451.7  20.8  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-GUTHK2_B05_045_2017_1 -               35     876      12     877       2     880    1494    +    1.3e-135  451.7  20.8  -
Flammeovirgaceae_Fulvivirga                      -          LKAP-GUTHK2_B05_045_2017_1 -               19     853      14     877       3     879    1430    +    1.3e-135  451.5  21.4  -
Peptococcaceae_Desulfitibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -              166     978      76     877      55     880    1559    +    1.3e-135  451.5  17.8  -
Sporomusaceae_Anaeromusa                         -          LKAP-GUTHK2_B05_045_2017_1 -               30     881      15     877       2     880    1530    +    1.4e-135  451.3  21.1  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-GUTHK2_B05_045_2017_1 -               42     819      78     877      58     879    1395    +    1.5e-135  451.4  18.1  -
Thermomicrobiaceae_Thermomicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               34     818      81     877      61     879    1275    +    1.5e-135  451.8  17.4  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-GUTHK2_B05_045_2017_1 -               18     840      16     877       1     880    1420    +    1.6e-135  451.2  20.5  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-GUTHK2_B05_045_2017_1 -                1     780      82     877      82     880    1427    +    1.7e-135  451.3  16.3  -
Ruminococcaceae_Blautia                          -          LKAP-GUTHK2_B05_045_2017_1 -               12     842      17     877       6     881    1457    +    1.8e-135  451.0  19.8  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-GUTHK2_B05_045_2017_1 -               18     852      13     877       1     880    1462    +    1.9e-135  451.1  20.8  -
Nevskiaceae_Solimonas                            -          LKAP-GUTHK2_B05_045_2017_1 -               29     858      16     877       2     879    1476    +    2.3e-135  450.8  19.8  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-GUTHK2_B05_045_2017_1 -               39     832      78     877      58     879    1432    +    2.4e-135  450.5  18.1  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     891      15     877       1     880    1509    +    2.6e-135  450.5  21.3  -
Veillonellaceae_Negativicoccus                   -          LKAP-GUTHK2_B05_045_2017_1 -                2     859      20     877      19     880    1401    +    2.9e-135  450.2  19.1  -
Lewinellaceae_Lewinella                          -          LKAP-GUTHK2_B05_045_2017_1 -               18     852      14     877       3     879    1446    +      3e-135  450.3  22.1  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-GUTHK2_B05_045_2017_1 -               31     871      15     877       1     879    1473    +    3.3e-135  450.3  20.2  -
Acidothermaceae_Acidothermus                     -          LKAP-GUTHK2_B05_045_2017_1 -               38     856      16     877       1     880    1509    +    3.7e-135  450.2  20.4  -
Microbacteriaceae_Cnuibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               41     867      16     877       1     880    1490    +    4.6e-135  449.8  20.6  -
Clostridiales_Anaerovorax                        -          LKAP-GUTHK2_B05_045_2017_1 -               37     873      12     877       1     880    1500    +    5.2e-135  449.6  21.4  -
Gammaproteobacteria_Litorivivens                 -          LKAP-GUTHK2_B05_045_2017_1 -               18     859      13     877       1     880    1456    +    5.3e-135  449.5  21.5  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-GUTHK2_B05_045_2017_1 -               16     849      14     877       1     880    1443    +    5.7e-135  449.6  20.9  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-GUTHK2_B05_045_2017_1 -               41     872      16     876       1     880    1498    +      6e-135  449.4  21.3  -
Microbacteriaceae_Rhodoluna                      -          LKAP-GUTHK2_B05_045_2017_1 -               11     831      18     877       8     880    1423    +    6.5e-135  449.3  19.2  -
Orbaceae_Orbus                                   -          LKAP-GUTHK2_B05_045_2017_1 -               35     873      18     877       2     879    1522    +    6.6e-135  448.9  19.6  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-GUTHK2_B05_045_2017_1 -               19     828      13     877       2     881    1480    +    7.1e-135  449.2  21.0  -
Succinivibrionaceae_Anaerobiospirillum           -          LKAP-GUTHK2_B05_045_2017_1 -               28     844      14     877       2     879    1494    +    7.3e-135  448.8  20.4  -
Moritellaceae_Moritella                          -          LKAP-GUTHK2_B05_045_2017_1 -               39     886      15     877       2     879    1506    +    7.8e-135  448.7  20.4  -
Clostridiaceae_Lactonifactor                     -          LKAP-GUTHK2_B05_045_2017_1 -               40     874      16     877       1     881    1438    +    8.1e-135  448.8  21.2  -
Kiloniellaceae_Kiloniella                        -          LKAP-GUTHK2_B05_045_2017_1 -               32     835       9     877       1     879    1450    +      1e-134  448.3  20.1  -
Pasteurellaceae_Gallibacterium                   -          LKAP-GUTHK2_B05_045_2017_1 -               23     865      18     877       2     879    1464    +      1e-134  448.6  21.0  -
Deltaproteobacteria_Dissulfuribacter             -          LKAP-GUTHK2_B05_045_2017_1 -               23     886      12     877       1     880    1502    +    1.2e-134  448.6  21.6  -
Alcaligenaceae_Taylorella                        -          LKAP-GUTHK2_B05_045_2017_1 -               41     890      16     877       4     879    1521    +    1.3e-134  448.3  20.1  -
Spirochaetaceae_Salinispira                      -          LKAP-GUTHK2_B05_045_2017_1 -               70     912      15     877       1     881    1501    +    1.4e-134  448.1  20.8  -
Pasteurellaceae_Ursidibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               65     911      16     877       3     879    1409    +    1.4e-134  448.1  20.6  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-GUTHK2_B05_045_2017_1 -               26     863      12     877       1     881    1465    +    1.5e-134  448.2  20.8  -
Veillonellaceae_Anaeroglobus                     -          LKAP-GUTHK2_B05_045_2017_1 -                7     822      76     877      70     880    1408    +    1.6e-134  447.9  17.7  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               22     779      73     877      53     880    1401    +    1.6e-134  448.1  17.1  -
Cellulomonadaceae_Tropheryma                     -          LKAP-GUTHK2_B05_045_2017_1 -               41     863      17     877       1     880    1484    +    1.7e-134  447.9  20.7  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP-GUTHK2_B05_045_2017_1 -               16     834      12     877       2     879    1447    +    2.1e-134  447.6  21.3  -
Egicoccaceae_Egicoccus                           -          LKAP-GUTHK2_B05_045_2017_1 -               34     860       9     875       1     880    1512    +    2.1e-134  447.6  21.4  -
Verrucomicrobiaceae_Haloferula                   -          LKAP-GUTHK2_B05_045_2017_1 -               32     868      19     877       2     879    1460    +    2.3e-134  447.4  20.6  -
Nannocystaceae_Enhygromyxa                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     870      13     877       2     880    1480    +    2.3e-134  447.5  20.6  -
Nautiliaceae_Nautilia                            -          LKAP-GUTHK2_B05_045_2017_1 -                2     802      25     877      24     879    1369    +      3e-134  447.3  18.5  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-GUTHK2_B05_045_2017_1 -               13     828      17     877       5     880    1441    +      3e-134  447.2  20.1  -
Microbacteriaceae_Glaciibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               21     854      16     877       1     880    1498    +    3.1e-134  446.9  21.0  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-GUTHK2_B05_045_2017_1 -               43     874      18     877       2     880    1475    +    3.5e-134  446.9  21.0  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-GUTHK2_B05_045_2017_1 -                2     830      19     877      18     880    1452    +    3.6e-134  447.0  18.5  -
Iamiaceae_Aquihabitans                           -          LKAP-GUTHK2_B05_045_2017_1 -               17     838      12     877       1     880    1439    +      4e-134  446.9  20.1  -
Dermabacteraceae_Devriesea                       -          LKAP-GUTHK2_B05_045_2017_1 -               40     860      16     877       1     880    1476    +    4.5e-134  446.3  21.1  -
Aquificales_Thermosulfidibacter                  -          LKAP-GUTHK2_B05_045_2017_1 -                9     877      15     877       6     880    1450    +    5.6e-134  446.3  20.9  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-GUTHK2_B05_045_2017_1 -               18     802      14     819       3     839    1456    +    5.8e-134  446.0  23.0  -
Microbacteriaceae_Huakuichenia                   -          LKAP-GUTHK2_B05_045_2017_1 -               41     864      16     877       1     880    1482    +    5.8e-134  446.2  20.3  -
Beutenbergiaceae_Beutenbergia                    -          LKAP-GUTHK2_B05_045_2017_1 -               30     858      16     877       1     880    1485    +    6.3e-134  446.0  21.2  -
Selenomonadaceae_Centipeda                       -          LKAP-GUTHK2_B05_045_2017_1 -               17     877      17     877       3     880    1494    +    6.3e-134  445.8  20.5  -
Clostridiaceae_Extibacter                        -          LKAP-GUTHK2_B05_045_2017_1 -               30     864      16     877       1     881    1436    +    6.5e-134  445.9  21.3  -
Acidimicrobiales_Aciditerrimonas                 -          LKAP-GUTHK2_B05_045_2017_1 -               19     850      12     877       1     880    1483    +    6.6e-134  446.2  21.3  -
Clostridiales_Frisingicoccus                     -          LKAP-GUTHK2_B05_045_2017_1 -               41     876      16     877       1     881    1448    +    6.7e-134  445.9  21.3  -
Nannocystaceae_Plesiocystis                      -          LKAP-GUTHK2_B05_045_2017_1 -               28     868      12     877       2     880    1484    +    6.9e-134  445.9  20.8  -
Caldilineaceae_Litorilinea                       -          LKAP-GUTHK2_B05_045_2017_1 -               24     861      12     877       1     880    1543    +    7.6e-134  445.7  21.7  -
Desulfovibrionaceae_Desulfobaculum               -          LKAP-GUTHK2_B05_045_2017_1 -               17     868      12     877       1     880    1471    +    8.4e-134  445.6  21.6  -
Selenomonadaceae_Schwartzia                      -          LKAP-GUTHK2_B05_045_2017_1 -               24     877      17     877       1     880    1489    +    8.5e-134  445.5  20.8  -
