# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_E09_071_2018_2 -               56     790      21     805       9     825    1498    +    5.8e-143  475.8  22.5  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_E09_071_2018_2 -               34     812      20     809      10     829    1481    +    6.7e-143  475.3  22.3  -
Helicobacteraceae_Sulfurovum                     -          LKAP-TSAKG2_E09_071_2018_2 -                5     782      27     834      23     835    1378    +    7.1e-143  475.6  21.9  -
Lachnospiraceae_Mobilitalea                      -          LKAP-TSAKG2_E09_071_2018_2 -               37     832      22     834       9     835    1444    +    8.4e-143  475.2  21.6  -
Microbacteriaceae_Rhodoluna                      -          LKAP-TSAKG2_E09_071_2018_2 -               16     772      21     806      11     826    1423    +    9.2e-143  475.2  22.2  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-TSAKG2_E09_071_2018_2 -               49     855      21     827       8     835    1509    +    9.9e-143  475.0  22.4  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-TSAKG2_E09_071_2018_2 -               29     803      22     807       9     813    1445    +    1.1e-142  474.5  22.0  -
Lactobacillaceae_Sharpea                         -          LKAP-TSAKG2_E09_071_2018_2 -               29     812      22     819       8     833    1460    +    1.3e-142  474.7  22.7  -
Acidothermaceae_Acidothermus                     -          LKAP-TSAKG2_E09_071_2018_2 -               45     827      21     834       9     835    1509    +    1.4e-142  474.7  22.1  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_E09_071_2018_2 -               24     803      18     808      11     828    1459    +    1.5e-142  474.2  22.2  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     801      22     808       9     816    1475    +    1.6e-142  474.5  22.1  -
Myxococcaceae_Aggregicoccus                      -          LKAP-TSAKG2_E09_071_2018_2 -               41     865      16     834       7     835    1531    +    1.6e-142  474.2  21.9  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_E09_071_2018_2 -               30     825      21     834       9     835    1416    +    1.7e-142  474.3  21.8  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               28     833      21     823       9     834    1479    +    1.8e-142  474.3  22.2  -
Clostridiaceae_Eisenbergiella                    -          LKAP-TSAKG2_E09_071_2018_2 -                8     751      60     834      54     835    1390    +    1.9e-142  474.2  22.5  -
Clostridiaceae_Fusicatenibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               36     828      21     832       9     835    1423    +      2e-142  474.0  21.5  -
Microbacteriaceae_Allohumibacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               37     798      21     809       9     829    1450    +    2.3e-142  473.8  22.0  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_E09_071_2018_2 -               28     817      21     828       8     835    1462    +    2.4e-142  473.8  22.1  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               29     801      22     808       7     817    1449    +    2.4e-142  473.7  22.9  -
Pseudonocardiaceae_Thermotunica                  -          LKAP-TSAKG2_E09_071_2018_2 -               46     771      56     809      35     831    1446    +    2.5e-142  473.8  22.9  -
Streptomycetaceae_Allostreptomyces               -          LKAP-TSAKG2_E09_071_2018_2 -               50     831      22     833      10     835    1510    +    2.7e-142  473.8  22.4  -
Lachnospiraceae_Acetitomaculum                   -          LKAP-TSAKG2_E09_071_2018_2 -               56     852      21     834       8     835    1478    +    3.5e-142  473.4  21.8  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-TSAKG2_E09_071_2018_2 -               37     797      21     809       9     829    1466    +    3.7e-142  473.1  22.3  -
Kosmotogaceae_Kosmotoga                          -          LKAP-TSAKG2_E09_071_2018_2 -               68     799      61     808      39     829    1458    +    3.7e-142  473.4  23.8  -
Aquificaceae_Hydrogenivirga                      -          LKAP-TSAKG2_E09_071_2018_2 -               28     824      21     802       7     822    1503    +    3.8e-142  473.3  22.5  -
Nostocales_Halotia                               -          LKAP-TSAKG2_E09_071_2018_2 -               29     751      22     805      12     825    1458    +    4.4e-142  472.9  23.6  -
Microbacteriaceae_Lysinibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     823      21     824       9     835    1482    +    4.8e-142  472.8  21.8  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     796      22     799      13     817    1456    +    5.5e-142  472.5  22.6  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_E09_071_2018_2 -                6     799      22     823      18     835    1412    +    7.8e-142  472.0  22.4  -
Aquificaceae_Thermocrinis                        -          LKAP-TSAKG2_E09_071_2018_2 -               17     813      22     806      11     826    1482    +    8.5e-142  471.9  22.4  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     807      21     808       9     829    1482    +    9.2e-142  471.9  22.3  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_E09_071_2018_2 -               48     861      21     834       8     835    1527    +      1e-141  471.6  21.4  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_E09_071_2018_2 -               26     813      20     833       7     835    1476    +    1.1e-141  471.7  22.0  -
Halieaceae_Chromatocurvus                        -          LKAP-TSAKG2_E09_071_2018_2 -               44     835      21     827       8     835    1523    +    1.1e-141  471.5  22.5  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-TSAKG2_E09_071_2018_2 -               36     797      21     810       9     832    1464    +    1.1e-141  471.6  22.5  -
Clostridiales_Guggenheimella                     -          LKAP-TSAKG2_E09_071_2018_2 -               40     819      16     812       7     832    1501    +    1.2e-141  471.5  21.6  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_E09_071_2018_2 -               51     818      21     816       9     835    1501    +    1.2e-141  471.4  22.8  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_E09_071_2018_2 -               37     793      22     808       9     828    1461    +    1.2e-141  471.5  22.5  -
Erysipelotrichaceae_Faecalibaculum               -          LKAP-TSAKG2_E09_071_2018_2 -               48     846      21     832       8     835    1487    +    1.3e-141  471.5  22.1  -
Verrucomicrobiaceae_Roseibacillus                -          LKAP-TSAKG2_E09_071_2018_2 -               40     841      22     833      16     835    1473    +    1.4e-141  471.4  21.9  -
Gaiellaceae_Gaiella                              -          LKAP-TSAKG2_E09_071_2018_2 -               48     852      21     828       9     835    1544    +    1.5e-141  471.0  22.3  -
Lachnospiraceae_Murimonas                        -          LKAP-TSAKG2_E09_071_2018_2 -               47     792      56     833      35     835    1433    +    1.5e-141  471.1  21.9  -
Puniceicoccaceae_Pelagicoccus                    -          LKAP-TSAKG2_E09_071_2018_2 -               37     850      22     825      14     835    1500    +    1.5e-141  471.1  21.9  -
Comamonadaceae_Verminephrobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               46     823      22     806       8     826    1469    +    1.8e-141  470.6  22.7  -
Ruminococcaceae_Ethanoligenens                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     816      21     829       8     835    1499    +    1.8e-141  470.8  21.8  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_E09_071_2018_2 -               10     792      56     834      47     835    1413    +    1.9e-141  470.9  21.6  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-TSAKG2_E09_071_2018_2 -               10     766      42     806      34     822    1318    +      2e-141  470.7  22.2  -
Polyangiaceae_Sorangium                          -          LKAP-TSAKG2_E09_071_2018_2 -               50     862      21     829      10     835    1520    +    2.2e-141  470.7  22.1  -
Kineosporiaceae_Thalassiella                     -          LKAP-TSAKG2_E09_071_2018_2 -               35     795      21     809       9     830    1466    +    2.3e-141  470.7  22.1  -
Lachnospiraceae_Agathobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               50     796      55     831      34     835    1434    +    2.5e-141  470.4  21.7  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_E09_071_2018_2 -               33     807      21     806      12     826    1463    +    2.6e-141  470.1  22.6  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_E09_071_2018_2 -               24     801      18     806       9     821    1458    +    2.9e-141  470.1  22.9  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_E09_071_2018_2 -               47     859      21     834       8     835    1513    +    3.1e-141  470.1  21.7  -
Flammeovirgaceae_Roseivirga                      -          LKAP-TSAKG2_E09_071_2018_2 -               22     790      21     806      11     817    1415    +    3.3e-141  470.1  23.0  -
Acidobacteria_Luteitalea                         -          LKAP-TSAKG2_E09_071_2018_2 -               42     856      16     825       7     835    1506    +      4e-141  470.0  22.0  -
Opitutaceae_Cephaloticoccus                      -          LKAP-TSAKG2_E09_071_2018_2 -               49     861      22     823      17     835    1552    +    4.2e-141  469.4  22.2  -
Coriobacteriaceae_Collinsella                    -          LKAP-TSAKG2_E09_071_2018_2 -               49     823      22     834      13     835    1468    +    4.5e-141  469.9  22.1  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_E09_071_2018_2 -               45     822      18     806      11     826    1483    +      5e-141  469.2  22.6  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_E09_071_2018_2 -               37     832      21     834       9     835    1437    +    5.3e-141  469.4  22.2  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     834      22     834       9     835    1464    +    5.5e-141  469.2  21.7  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_E09_071_2018_2 -               47     845      22     835      10     835    1484    +    6.6e-141  469.0  21.4  -
Spirochaetaceae_Borrelia                         -          LKAP-TSAKG2_E09_071_2018_2 -               51     797      61     807      41     817    1376    +    7.3e-141  468.8  22.4  -
Aquificaceae_Hydrogenobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               34     831      15     806      10     822    1524    +    7.3e-141  468.8  22.7  -
Porphyromonadaceae_Coprobacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               60     840      22     808      13     815    1540    +    7.4e-141  468.8  22.0  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-TSAKG2_E09_071_2018_2 -               47     857      21     829      10     835    1539    +    7.6e-141  468.9  22.3  -
Sandaracinaceae_Sandaracinus                     -          LKAP-TSAKG2_E09_071_2018_2 -               18     833      22     832      11     835    1506    +    9.4e-141  468.6  21.9  -
