# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Phaselicystidaceae_Phaselicystis                 -          B0306_LKAP-FHGF1_A06_048 -               43     967       6     927       2     934    1539    +    3.3e-144  480.2  17.0  -
Cytophagaceae_Cytophaga                          -          B0306_LKAP-FHGF1_A06_048 -                1     863      51     925      51     929    1382    +    3.3e-144  480.0  16.2  -
Flavobacteriaceae_Leeuwenhoekiella               -          B0306_LKAP-FHGF1_A06_048 -               24     936       6     925       2     930    1481    +    3.4e-144  479.9  17.0  -
Sphingobacteriaceae_Pedobacter                   -          B0306_LKAP-FHGF1_A06_048 -               23     927       5     925       1     929    1449    +    4.4e-144  479.7  17.4  -
Bifidobacteriaceae_Pseudoscardovia               -          B0306_LKAP-FHGF1_A06_048 -               35     895      45     927      24     933    1395    +      5e-144  479.6  17.3  -
Acetobacteraceae_Swaminathania                   -          B0306_LKAP-FHGF1_A06_048 -               66     903      45     926      23     933    1455    +    5.1e-144  479.8  16.6  -
Flavobacteriaceae_Chryseobacterium               -          B0306_LKAP-FHGF1_A06_048 -               24     924       6     925       2     929    1439    +    5.2e-144  479.3  17.8  -
Syntrophaceae_Smithella                          -          B0306_LKAP-FHGF1_A06_048 -               78     968      50     928      11     934    1371    +    5.3e-144  479.5  16.7  -
Rhodobacteraceae_Roseicyclus                     -          B0306_LKAP-FHGF1_A06_048 -               34     892       6     927       2     934    1435    +    5.4e-144  479.5  16.0  -
Chlorobiaceae_Prosthecochloris                   -          B0306_LKAP-FHGF1_A06_048 -               73     942      48     927      22     933    1495    +    5.4e-144  479.3  17.1  -
Acetobacteraceae_Dankookia                       -          B0306_LKAP-FHGF1_A06_048 -               28     886       6     927       2     934    1411    +    6.2e-144  479.5  16.0  -
Synergistaceae_Dethiosulfovibrio                 -          B0306_LKAP-FHGF1_A06_048 -               92     924      54     928      34     932    1470    +    6.4e-144  479.2  16.4  -
Rhodobacteraceae_Roseicitreum                    -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     934    1429    +    6.5e-144  479.1  16.4  -
Acetobacteraceae_Humitalea                       -          B0306_LKAP-FHGF1_A06_048 -               58     903      44     927      21     934    1479    +    9.1e-144  478.9  16.6  -
Cyclobacteriaceae_Belliella                      -          B0306_LKAP-FHGF1_A06_048 -               30     933       6     925       2     930    1451    +    9.3e-144  478.6  17.3  -
Rhodobacteraceae_Cereibacter                     -          B0306_LKAP-FHGF1_A06_048 -               35     872      42     927      20     934    1380    +    9.7e-144  478.7  16.0  -
Chitinophagaceae_Chitinophaga                    -          B0306_LKAP-FHGF1_A06_048 -               31     937       6     925       2     929    1476    +    1.1e-143  478.7  17.6  -
Labilitrichaceae_Labilithrix                     -          B0306_LKAP-FHGF1_A06_048 -               64     952      54     927      31     934    1483    +    1.2e-143  478.2  16.6  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          B0306_LKAP-FHGF1_A06_048 -               25     884       7     927       2     934    1393    +    1.2e-143  478.3  16.1  -
Porphyromonadaceae_Paludibacter                  -          B0306_LKAP-FHGF1_A06_048 -               32     940       6     925       2     930    1471    +    1.3e-143  478.2  16.9  -
Prevotellaceae_Prevotella                        -          B0306_LKAP-FHGF1_A06_048 -               44     958       6     925       2     929    1482    +    1.3e-143  477.8  17.6  -
Leuconostocaceae_Oenococcus                      -          B0306_LKAP-FHGF1_A06_048 -               90     964      54     923      34     927    1496    +    1.4e-143  478.2  17.0  -
Rhodobacteraceae_Rubricella                      -          B0306_LKAP-FHGF1_A06_048 -               45     902       7     927       2     934    1416    +    1.4e-143  478.1  16.4  -
Prolixibacteraceae_Sunxiuqinia                   -          B0306_LKAP-FHGF1_A06_048 -               24     930       6     925       2     930    1445    +    1.6e-143  477.8  17.0  -
Flavobacteriaceae_Bizionia                       -          B0306_LKAP-FHGF1_A06_048 -               24     934       6     925       2     930    1449    +    1.9e-143  477.4  16.8  -
Flammeovirgaceae_Cesiribacter                    -          B0306_LKAP-FHGF1_A06_048 -               43     944       6     925       2     930    1502    +      2e-143  477.5  17.5  -
Desulfobacteraceae_Desulfatitalea                -          B0306_LKAP-FHGF1_A06_048 -               70     958      54     927      29     934    1485    +      2e-143  477.4  16.4  -
Thermoactinomycetaceae_Paludifilum               -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     926       2     933    1362    +    2.6e-143  477.4  17.5  -
Acetobacteraceae_Paracraurococcus                -          B0306_LKAP-FHGF1_A06_048 -               56     901      44     927      21     934    1439    +    2.7e-143  477.5  16.7  -
Desulfarculaceae_Desulfocarbo                    -          B0306_LKAP-FHGF1_A06_048 -               31     918      54     927      34     934    1417    +      3e-143  477.0  16.5  -
Petrotogaceae_Marinitoga                         -          B0306_LKAP-FHGF1_A06_048 -               27     925       6     924       2     930    1487    +    3.4e-143  476.9  17.2  -
Flavobacteriaceae_Cellulophaga                   -          B0306_LKAP-FHGF1_A06_048 -               23     925       6     925       2     930    1459    +    3.5e-143  476.5  17.6  -
Eggerthellaceae_Enterorhabdus                    -          B0306_LKAP-FHGF1_A06_048 -               33     917       6     924       2     932    1452    +    3.7e-143  476.8  17.4  -
Rhodobacteraceae_Hasllibacter                    -          B0306_LKAP-FHGF1_A06_048 -               70     900      51     927      25     934    1429    +    4.2e-143  476.4  15.6  -
Acidobacteria_Luteitalea                         -          B0306_LKAP-FHGF1_A06_048 -               46     972       7     927       2     934    1506    +    4.9e-143  476.5  17.2  -
Flavobacteriaceae_Elizabethkingia                -          B0306_LKAP-FHGF1_A06_048 -               30     930       6     925       2     930    1450    +    4.9e-143  476.1  18.0  -
Peptococcaceae_Desulfonispora                    -          B0306_LKAP-FHGF1_A06_048 -               71     956      54     927      32     934    1507    +      5e-143  475.9  16.3  -
Rhodobacteraceae_Thalassobacter                  -          B0306_LKAP-FHGF1_A06_048 -               45     904       7     927       2     934    1465    +    5.6e-143  476.0  16.0  -
Entomoplasmataceae_Mesoplasma                    -          B0306_LKAP-FHGF1_A06_048 -               32     932       7     924       3     930    1497    +    5.6e-143  476.1  16.5  -
Acetobacteraceae_Craurococcus                    -          B0306_LKAP-FHGF1_A06_048 -               72     907      49     927      24     934    1443    +    7.8e-143  475.9  17.1  -
Flavobacteriaceae_Arenibacter                    -          B0306_LKAP-FHGF1_A06_048 -               24     931       6     925       2     930    1446    +    8.2e-143  475.4  17.6  -
Flavobacteriaceae_Capnocytophaga                 -          B0306_LKAP-FHGF1_A06_048 -               24     924       6     925       2     929    1439    +    1.1e-142  475.0  17.3  -
Crocinitomicaceae_Fluviicola                     -          B0306_LKAP-FHGF1_A06_048 -               24     931       6     925       2     930    1446    +    1.2e-142  474.8  17.5  -
Rhodobacteraceae_Roseibaca                       -          B0306_LKAP-FHGF1_A06_048 -               16     872       7     927       2     934    1425    +    1.2e-142  475.0  16.3  -
Rhodobacteraceae_Lentibacter                     -          B0306_LKAP-FHGF1_A06_048 -               15     850      44     927      24     934    1375    +    1.2e-142  474.9  15.6  -
Desulfobacteraceae_Desulfoconvexum               -          B0306_LKAP-FHGF1_A06_048 -               12     943       7     927       3     934    1367    +    1.3e-142  474.9  16.9  -
Acetobacteraceae_Rhodovarius                     -          B0306_LKAP-FHGF1_A06_048 -               76     904      54     927      33     934    1458    +    1.3e-142  475.1  15.5  -
Akkermansiaceae_Akkermansia                      -          B0306_LKAP-FHGF1_A06_048 -               26     913       8     927       2     933    1441    +    1.4e-142  475.0  16.7  -
Flavobacteriaceae_Kordia                         -          B0306_LKAP-FHGF1_A06_048 -               29     936       6     925       2     930    1458    +    1.5e-142  474.4  16.8  -
Sporomusaceae_Propionispora                      -          B0306_LKAP-FHGF1_A06_048 -               43     969       6     925       2     933    1548    +    1.5e-142  474.4  16.9  -
Selenomonadaceae_Propionispira                   -          B0306_LKAP-FHGF1_A06_048 -                3     887      55     925      53     933    1448    +    1.7e-142  474.3  16.3  -
Flavobacteriaceae_Robiginitalea                  -          B0306_LKAP-FHGF1_A06_048 -               47     957       6     925       2     930    1525    +    2.4e-142  474.0  17.5  -
Rhodobacteraceae_Pseudoroseicyclus               -          B0306_LKAP-FHGF1_A06_048 -               24     882       6     927       2     934    1418    +    2.7e-142  473.9  16.3  -
Rhodobacteraceae_Acuticoccus                     -          B0306_LKAP-FHGF1_A06_048 -               60     889      51     927      22     934    1397    +      3e-142  473.8  15.9  -
Gaiellaceae_Gaiella                              -          B0306_LKAP-FHGF1_A06_048 -               44     963       6     927       2     934    1544    +    3.1e-142  473.4  17.6  -
Thermodesulfobiaceae_Coprothermobacter           -          B0306_LKAP-FHGF1_A06_048 -               43     941       9     927       3     933    1529    +    3.4e-142  473.3  17.9  -
Thermaceae_Oceanithermus                         -          B0306_LKAP-FHGF1_A06_048 -               92     940      54     924      34     932    1503    +    3.5e-142  473.4  17.0  -
Flammeovirgaceae_Roseivirga                      -          B0306_LKAP-FHGF1_A06_048 -               19     918       7     925       2     930    1415    +    3.9e-142  473.3  17.2  -
Rickettsiaceae_Orientia                          -          B0306_LKAP-FHGF1_A06_048 -               72     898      55     925      15     933    1459    +      4e-142  473.5  16.2  -
Flavobacteriaceae_Hyunsoonleella                 -          B0306_LKAP-FHGF1_A06_048 -               24     929       6     925       2     930    1446    +    4.1e-142  473.0  16.8  -
Eggerthellaceae_Eggerthella                      -          B0306_LKAP-FHGF1_A06_048 -               44     930       6     924       2     932    1505    +    4.2e-142  472.8  16.9  -
Acetobacteraceae_Acidisphaera                    -          B0306_LKAP-FHGF1_A06_048 -               77     906      55     926      34     934    1451    +    4.4e-142  473.3  16.4  -
Lachnospiraceae_Agathobacter                     -          B0306_LKAP-FHGF1_A06_048 -               52     905      50     927      29     934    1434    +    4.6e-142  472.9  16.6  -
Coriobacteriaceae_Collinsella                    -          B0306_LKAP-FHGF1_A06_048 -               44     925       6     924       1     932    1468    +    4.9e-142  473.2  17.5  -
Flavobacteriaceae_Seonamhaeicola                 -          B0306_LKAP-FHGF1_A06_048 -               25     926       6     925       2     930    1441    +    5.1e-142  472.6  17.3  -
Flavobacteriaceae_Lacinutrix                     -          B0306_LKAP-FHGF1_A06_048 -               27     933       6     925       2     930    1464    +    5.6e-142  472.6  17.3  -
Bradyrhizobiaceae_Oligotropha                    -          B0306_LKAP-FHGF1_A06_048 -               41     900       7     927       2     934    1477    +    6.5e-142  472.4  16.5  -
