# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Actinospicaceae_Actinocrinis                     -          LKAP-TSAKG2_H06_034_2018_2 -                6     824      28     844      24     844    1433    +    1.5e-129  431.5  19.9  -
Syntrophaceae_Desulfobacca                       -          LKAP-TSAKG2_H06_034_2018_2 -               69     870      49     843      28     844    1562    +    1.8e-129  431.2  20.0  -
Lachnospiraceae_Stomatobaculum                   -          LKAP-TSAKG2_H06_034_2018_2 -                6     720      64     809      58     831    1377    +    1.8e-129  431.4  22.6  -
Marinifilaceae_Marinifilum                       -          LKAP-TSAKG2_H06_034_2018_2 -               33     797      27     800      10     814    1451    +    1.8e-129  430.9  20.8  -
Cyclobacteriaceae_Fontibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               91     812      65     798      42     818    1488    +    1.9e-129  431.1  21.1  -
Methylococcaceae_Methylosoma                     -          LKAP-TSAKG2_H06_034_2018_2 -               75     848      62     844      39     844    1491    +    1.9e-129  430.9  19.6  -
Deferribacteraceae_Mucispirillum                 -          LKAP-TSAKG2_H06_034_2018_2 -               63     840      62     842      37     844    1471    +      2e-129  431.0  19.7  -
Cytophagaceae_Emticicia                          -          LKAP-TSAKG2_H06_034_2018_2 -               56     788      65     807      44     821    1433    +    2.2e-129  430.7  21.3  -
Hyphomonadaceae_Fretibacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               67     803      58     844      25     844    1412    +    2.2e-129  431.1  20.7  -
Bacteriovoracaceae_Bacteriovorax                 -          LKAP-TSAKG2_H06_034_2018_2 -               44     834      59     842      37     844    1371    +    2.2e-129  431.0  19.6  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-TSAKG2_H06_034_2018_2 -               51     814      24     799       6     818    1486    +    2.3e-129  430.9  21.5  -
Rhodobacteraceae_Tranquillimonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               15     752      55     843      34     844    1364    +    2.3e-129  431.0  20.9  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-TSAKG2_H06_034_2018_2 -               33     834      12     844       4     844    1478    +    2.3e-129  430.8  21.6  -
Rhodobacteraceae_Hasllibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               59     802      50     843      28     844    1429    +    2.3e-129  430.8  20.6  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-TSAKG2_H06_034_2018_2 -               11     799      46     842      32     844    1297    +    2.4e-129  430.8  19.5  -
Lachnospiraceae_Shuttleworthia                   -          LKAP-TSAKG2_H06_034_2018_2 -               77     799      57     807      36     828    1456    +    2.5e-129  430.7  21.4  -
Chrysiogenaceae_Desulfurispira                   -          LKAP-TSAKG2_H06_034_2018_2 -               41     817      61     844      37     844    1408    +    2.5e-129  430.7  19.4  -
Prevotellaceae_Prevotella                        -          LKAP-TSAKG2_H06_034_2018_2 -               52     825      26     803      13     825    1482    +    2.7e-129  430.2  20.5  -
Micrococcaceae_Haematomicrobium                  -          LKAP-TSAKG2_H06_034_2018_2 -               15     827      12     844       4     844    1452    +    2.7e-129  430.7  21.3  -
Rhodobacteraceae_Oceanicella                     -          LKAP-TSAKG2_H06_034_2018_2 -               55     803      46     844      26     844    1431    +    2.9e-129  430.8  20.6  -
Piscirickettsiaceae_Galenea                      -          LKAP-TSAKG2_H06_034_2018_2 -               33     816      20     805       4     827    1449    +      3e-129  430.4  21.0  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_H06_034_2018_2 -               71     801      62     842      41     844    1477    +    3.1e-129  430.3  21.0  -
Dermacoccaceae_Demetria                          -          LKAP-TSAKG2_H06_034_2018_2 -                7     817      13     844       7     844    1457    +    3.2e-129  430.3  20.9  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-TSAKG2_H06_034_2018_2 -               52     855      27     842       7     844    1522    +    3.3e-129  430.4  20.5  -
Acetobacteraceae_Craurococcus                    -          LKAP-TSAKG2_H06_034_2018_2 -               71     808      60     842      36     844    1443    +    3.5e-129  430.6  21.3  -
Methylococcaceae_Methylomagnum                   -          LKAP-TSAKG2_H06_034_2018_2 -               27     830      26     842       6     844    1452    +    3.8e-129  430.1  20.6  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_H06_034_2018_2 -               10     814      27     843      19     844    1417    +    3.9e-129  429.9  19.8  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_H06_034_2018_2 -               40     832      27     844       7     844    1467    +    4.1e-129  429.9  20.6  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP-TSAKG2_H06_034_2018_2 -               45     860      19     842       4     844    1505    +    4.7e-129  429.8  20.5  -
Hyphomicrobiaceae_Cucumibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               32     777      49     844      28     844    1358    +    4.9e-129  429.8  20.6  -
Phyllobacteriaceae_Corticibacterium              -          LKAP-TSAKG2_H06_034_2018_2 -               17     775      19     844       5     844    1435    +    5.3e-129  429.8  21.9  -
Sphingomonadaceae_Hephaestia                     -          LKAP-TSAKG2_H06_034_2018_2 -               43     786      52     844      31     844    1411    +    6.4e-129  429.6  20.8  -
Phyllobacteriaceae_Tianweitania                  -          LKAP-TSAKG2_H06_034_2018_2 -               61     803      52     844      31     844    1447    +    6.5e-129  429.6  21.1  -
Gammaproteobacteria_Plesiomonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               45     813      20     795       4     820    1499    +    8.1e-129  429.0  21.0  -
Ruminococcaceae_Faecalibacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               46     829      28     842       7     844    1462    +    9.5e-129  429.0  21.0  -
Neisseriaceae_Crenobacter                        -          LKAP-TSAKG2_H06_034_2018_2 -               45     864      13     842       4     844    1557    +      1e-128  428.8  20.6  -
Burkholderiaceae_Mycoavidus                      -          LKAP-TSAKG2_H06_034_2018_2 -               15     834      13     842       4     844    1485    +    1.1e-128  428.8  20.4  -
Ruminococcaceae_Ruthenibacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               98     853      57     842      34     844    1519    +    1.1e-128  428.5  20.7  -
Rhodobacteraceae_Silicimonas                     -          LKAP-TSAKG2_H06_034_2018_2 -               44     787      49     842      28     844    1395    +    1.1e-128  428.6  20.5  -
Rhodobacteraceae_Pleomorphobacterium             -          LKAP-TSAKG2_H06_034_2018_2 -               57     805      46     844      26     844    1432    +    1.2e-128  428.7  20.6  -
Micrococcaceae_Acaricomes                        -          LKAP-TSAKG2_H06_034_2018_2 -               27     843      12     844       4     844    1478    +    1.4e-128  428.3  21.0  -
Thioalkalispiraceae_Thioalkalispira              -          LKAP-TSAKG2_H06_034_2018_2 -               21     823      26     842       9     844    1433    +    1.5e-128  428.0  20.3  -
Alcaligenaceae_Parapusillimonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               34     836      26     842       6     844    1449    +    1.5e-128  428.3  20.2  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP-TSAKG2_H06_034_2018_2 -               49     846      27     842       7     844    1365    +    1.5e-128  428.1  21.0  -
Desulfurobacteriaceae_Balnearium                 -          LKAP-TSAKG2_H06_034_2018_2 -               43     864      25     842       9     844    1481    +    1.6e-128  428.3  20.4  -
Flammeovirgaceae_Reichenbachiella                -          LKAP-TSAKG2_H06_034_2018_2 -               37     794      25     794       5     808    1429    +    1.6e-128  428.3  21.0  -
Hyphomicrobiaceae_Methyloterrigena               -          LKAP-TSAKG2_H06_034_2018_2 -               55     797      52     844      31     844    1420    +    1.9e-128  427.8  21.1  -
Xanthobacteraceae_Pseudorhodoplanes              -          LKAP-TSAKG2_H06_034_2018_2 -               49     791      52     844      31     844    1424    +      2e-128  427.8  21.0  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_H06_034_2018_2 -               31     836      25     842       5     844    1451    +    2.5e-128  427.5  20.6  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_H06_034_2018_2 -               55     831      20     802       4     826    1546    +    2.7e-128  427.2  20.8  -
Rhodocyclaceae_Georgfuchsia                      -          LKAP-TSAKG2_H06_034_2018_2 -               40     851      21     842       5     844    1496    +    2.8e-128  427.2  20.6  -
Clostridiales_Howardella                         -          LKAP-TSAKG2_H06_034_2018_2 -               35     853      13     843       4     844    1531    +    2.8e-128  427.2  21.3  -
Rhodocyclaceae_Oryzomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               20     842      18     842       5     844    1496    +    2.8e-128  427.2  20.3  -
Lachnospiraceae_Johnsonella                      -          LKAP-TSAKG2_H06_034_2018_2 -               13     802      13     816       4     837    1478    +    3.1e-128  427.4  22.8  -
Rhodobiaceae_Tepidicaulis                        -          LKAP-TSAKG2_H06_034_2018_2 -               11     783      19     844       9     844    1396    +    3.1e-128  427.2  21.0  -
Rhodospirillaceae_Constrictibacter               -          LKAP-TSAKG2_H06_034_2018_2 -               49     790      56     842      22     844    1456    +    3.4e-128  427.2  20.4  -
Acidimicrobiaceae_Ferrithrix                     -          LKAP-TSAKG2_H06_034_2018_2 -               88     842      60     844       7     844    1331    +    3.5e-128  427.1  21.0  -
Caldilineaceae_Litorilinea                       -          LKAP-TSAKG2_H06_034_2018_2 -               86     838      62     842      34     844    1543    +    3.7e-128  426.9  21.5  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               45     816      12     796       3     817    1539    +    4.2e-128  426.7  21.8  -
Petrotogaceae_Geotoga                            -          LKAP-TSAKG2_H06_034_2018_2 -               63     813      27     805       7     826    1613    +    4.3e-128  426.5  21.5  -
Cytophagaceae_Spirosoma                          -          LKAP-TSAKG2_H06_034_2018_2 -               29     784      18     801       4     821    1438    +    4.9e-128  426.3  22.5  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP-TSAKG2_H06_034_2018_2 -               30     848      19     842       5     844    1433    +      5e-128  426.4  20.4  -
Bradyrhizobiaceae_Pararhizobium                  -          LKAP-TSAKG2_H06_034_2018_2 -               44     775      63     844      42     844    1421    +    5.2e-128  426.3  21.1  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-TSAKG2_H06_034_2018_2 -                8     834      13     844       6     844    1475    +    5.4e-128  426.5  20.7  -
Propionibacteriaceae_Aestuariimicrobium          -          LKAP-TSAKG2_H06_034_2018_2 -               14     817      12     844       4     844    1472    +    6.1e-128  426.2  21.9  -
Rhodobacteraceae_Acuticoccus                     -          LKAP-TSAKG2_H06_034_2018_2 -               50     792      51     844      29     844    1397    +    6.2e-128  426.3  20.3  -
Pseudomonadaceae_Stenotrophomonas                -          LKAP-TSAKG2_H06_034_2018_2 -               26     844      20     842       4     844    1502    +    6.7e-128  425.9  20.4  -
Mariprofundaceae_Mariprofundus                   -          LKAP-TSAKG2_H06_034_2018_2 -               35     856      13     842       4     844    1528    +    6.8e-128  425.8  20.9  -
