# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Desulfobacteraceae_Desulfatirhabdium             -          A1d2_reverse         -              549    1454     954      52     960      32    1535    -    6.6e-169  561.9   5.6  -
Prochlorococcaceae_Prochlorococcus               -          A1d2_reverse         -              463    1347     950      65     960      46    1465    -    7.1e-169  561.9   5.7  -
Vulgatibacteraceae_Vulgatibacter                 -          A1d2_reverse         -              516    1429     959      47     960      27    1479    -    7.3e-169  561.8   5.4  -
Flavobacteriaceae_Lacinutrix                     -          A1d2_reverse         -              503    1388     960      68     960      48    1464    -    7.5e-169  561.7   6.2  -
Desulfobacteraceae_Desulfospira                  -          A1d2_reverse         -              525    1420     954      59     959      38    1447    -      8e-169  561.7   5.8  -
Chitinophagaceae_Segetibacter                    -          A1d2_reverse         -              508    1411     960      55     960      35    1480    -    8.6e-169  561.9   6.2  -
Flavobacteriaceae_Hyunsoonleella                 -          A1d2_reverse         -              502    1384     959      68     960      48    1446    -    8.9e-169  561.4   6.3  -
Flavobacteriaceae_Aequorivita                    -          A1d2_reverse         -              492    1383     960      68     960      48    1422    -    9.2e-169  561.4   6.2  -
Streptosporangineae_Sinosporangium               -          A1d2_reverse         -              477    1344     952      93     960      63    1457    -      1e-168  561.3   6.1  -
Comamonadaceae_Alicycliphilus                    -          A1d2_reverse         -              514    1419     952      41     960       6    1502    -      1e-168  561.1   5.3  -
Flavobacteriaceae_Algibacter                     -          A1d2_reverse         -              499    1381     959      68     960      48    1441    -    1.2e-168  561.0   6.1  -
Planctomycetaceae_Blastopirellula                -          A1d2_reverse         -              513    1372     946      93     955      73    1520    -    1.2e-168  561.0   5.9  -
Bacteroidaceae_Acetomicrobium                    -          A1d2_reverse         -              511    1414     951      55     960      38    1525    -    1.2e-168  560.9   5.6  -
Syntrophaceae_Smithella                          -          A1d2_reverse         -              536    1370     954     122     960     121    1371    -    1.6e-168  560.6   7.6  -
Porphyromonadaceae_Dysgonomonas                  -          A1d2_reverse         -              504    1391     960      69     960      62    1465    -    1.6e-168  560.5   5.9  -
Eggerthellaceae_Enterorhabdus                    -          A1d2_reverse         -              489    1383     959      55     960      43    1452    -    1.7e-168  560.7   5.7  -
Eggerthellaceae_Gordonibacter                    -          A1d2_reverse         -              484    1379     959      55     960      43    1437    -    1.8e-168  560.5   5.7  -
Coxiellaceae_Diplorickettsia                     -          A1d2_reverse         -              518    1441     959      42     960      20    1488    -    2.5e-168  560.0   5.6  -
Balneolaceae_Gracilimonas                        -          A1d2_reverse         -              504    1372     960      82     960      52    1447    -    2.9e-168  559.7   6.3  -
Chitinophagaceae_Parasegetibacter                -          A1d2_reverse         -              508    1411     960      55     960      44    1470    -    3.7e-168  559.7   6.2  -
Haliscomenobacteraceae_Phaeodactylibacter        -          A1d2_reverse         -              520    1402     960      71     960      52    1486    -    3.9e-168  559.6   6.1  -
Flavobacteriaceae_Mesoflavibacter                -          A1d2_reverse         -              502    1386     959      68     960      48    1443    -    4.2e-168  559.3   6.2  -
Flavobacteriaceae_Gaetbulibacter                 -          A1d2_reverse         -              499    1381     959      68     960      48    1450    -    4.3e-168  559.1   5.9  -
Syntrophobacteraceae_Thermodesulforhabdus        -          A1d2_reverse         -              569    1478     958      53     960      33    1559    -    5.3e-168  559.1   5.8  -
Flavobacteriaceae_Moheibacter                    -          A1d2_reverse         -              514    1395     960      72     960      66    1481    -    5.7e-168  558.5   6.1  -
Magnetococcaceae_Magnetococcus                   -          A1d2_reverse         -              484    1399     959      44     960      31    1497    -    5.8e-168  558.8   5.6  -
Kosmotogaceae_Kosmotoga                          -          A1d2_reverse         -              496    1404     959      54     960      41    1458    -    6.1e-168  559.0   6.0  -
Desulfobulbaceae_Desulfurivibrio                 -          A1d2_reverse         -              507    1404     958      67     960      63    1409    -    8.7e-168  558.2   5.7  -
Marinilabiliaceae_Carboxylicivirga               -          A1d2_reverse         -              501    1384     959      69     960      49    1445    -    9.3e-168  557.9   6.1  -
Streptococcaceae_Faecalicoccus                   -          A1d2_reverse         -              540    1378     950     103     960     101    1380    -    9.3e-168  558.4   7.4  -
Flavobacteriaceae_Mariniflexile                  -          A1d2_reverse         -              495    1377     959      68     960      48    1437    -      1e-167  557.9   6.0  -
Prevotellaceae_Prevotella                        -          A1d2_reverse         -              528    1396     959      83     960      67    1482    -    1.1e-167  557.6   6.2  -
Micrococcaceae_Rhizobium                         -          A1d2_reverse         -              442    1337     954      56     960      35    1424    -    1.2e-167  557.9   5.7  -
Rhodospirillaceae_Constrictibacter               -          A1d2_reverse         -              457    1361     959      55     960      35    1456    -    1.2e-167  557.9   5.8  -
Chitinophagaceae_Flavihumibacter                 -          A1d2_reverse         -              463    1373     960      48     960      34    1417    -    1.4e-167  557.6   6.0  -
Bifidobacteriaceae_Alloscardovia                 -          A1d2_reverse         -              493    1360     952      83     960      62    1451    -    1.4e-167  557.4   5.9  -
Bacteroidales_Saccharicrinis                     -          A1d2_reverse         -              520    1401     959      71     960      59    1483    -    1.9e-167  556.8   5.9  -
Flavobacteriaceae_Polaribacter                   -          A1d2_reverse         -              498    1380     959      68     960      48    1440    -    2.1e-167  556.9   6.1  -
Blastocatellaceae_Stenotrophobacter              -          A1d2_reverse         -              509    1396     952      65     960      45    1483    -    2.2e-167  556.8   6.0  -
Flavobacteriaceae_Maribacter                     -          A1d2_reverse         -              503    1388     960      71     960      51    1443    -    2.7e-167  556.6   6.1  -
Sphingobacteriaceae_Parapedobacter               -          A1d2_reverse         -              508    1375     959      83     960      62    1474    -    3.2e-167  556.2   6.2  -
Acetobacteraceae_Swingsia                        -          A1d2_reverse         -              460    1355     954      55     960      44    1370    -    3.3e-167  556.4   5.9  -
Flavobacteriaceae_Salegentibacter                -          A1d2_reverse         -              501    1386     959      71     960      55    1471    -    4.5e-167  555.6   6.0  -
Flavobacteriaceae_Olleya                         -          A1d2_reverse         -              498    1382     959      68     960      48    1443    -      5e-167  555.8   6.2  -
