# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Acetobacteraceae_Rubritepida                     -          LKAP.g-Gut1_B06_046.seq -               40     833      55     899      35     901    1429    +    8.4e-125  415.9  17.1  -
Halanaerobiales_Anoxybacter                      -          LKAP.g-Gut1_B06_046.seq -               28     927       5     899       2     901    1500    +    8.6e-125  415.7  17.7  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP.g-Gut1_B06_046.seq -               45     940       6     899       2     901    1546    +      9e-125  415.7  17.8  -
Lachnospiraceae_Anaerotaenia                     -          LKAP.g-Gut1_B06_046.seq -               32     894       5     899       2     901    1479    +    9.6e-125  415.7  16.9  -
Bacteriovoracaceae_Bacteriovorax                 -          LKAP.g-Gut1_B06_046.seq -               10     890       6     899       2     901    1371    +    1.2e-124  415.5  17.5  -
Flavobacteriaceae_Robiginitalea                  -          LKAP.g-Gut1_B06_046.seq -               47     822       5     792       2     812    1525    +    1.2e-124  415.2  20.8  -
Bacillaceae_Melghiribacillus                     -          LKAP.g-Gut1_B06_046.seq -               34     927       6     898       2     901    1552    +    1.4e-124  415.2  18.3  -
Crocinitomicaceae_Fluviicola                     -          LKAP.g-Gut1_B06_046.seq -               24     837       5     840       2     899    1446    +    1.4e-124  414.8  17.4  -
Bacillaceae_Alkalilactibacillus                  -          LKAP.g-Gut1_B06_046.seq -               45     931       6     881       2     900    1567    +    1.4e-124  415.1  18.5  -
Alphaproteobacteria_Geminicoccus                 -          LKAP.g-Gut1_B06_046.seq -               29     811      62     899      42     901    1352    +    1.5e-124  415.3  16.6  -
Microbacteriaceae_Chryseoglobus                  -          LKAP.g-Gut1_B06_046.seq -               30     873      18     899       2     901    1420    +    1.6e-124  414.9  16.7  -
Thermoactinomycetaceae_Novibacillus              -          LKAP.g-Gut1_B06_046.seq -               25     900       6     881       2     900    1481    +    1.7e-124  415.1  18.3  -
Eubacteriaceae_Pseudoramibacter                  -          LKAP.g-Gut1_B06_046.seq -               57     913       5     898       2     901    1480    +    1.9e-124  414.6  17.3  -
Rhodobacteraceae_Planktomarina                   -          LKAP.g-Gut1_B06_046.seq -               51     838      59     899      39     901    1441    +      2e-124  414.7  15.7  -
Propionibacteriaceae_Aestuariimicrobium          -          LKAP.g-Gut1_B06_046.seq -               24     871       5     899       2     901    1472    +      2e-124  414.7  17.5  -
Clostridiales_Proteocatella                      -          LKAP.g-Gut1_B06_046.seq -               24     881       5     899       2     901    1450    +    2.1e-124  414.6  17.0  -
Ruminococcaceae_Intestinimonas                   -          LKAP.g-Gut1_B06_046.seq -               24     891       5     899       2     901    1475    +    2.1e-124  414.6  17.3  -
Halobacteroidaceae_Fuchsiella                    -          LKAP.g-Gut1_B06_046.seq -               41     922       5     899       3     901    1500    +    2.2e-124  414.2  17.4  -
Flavobacteriaceae_Lacinutrix                     -          LKAP.g-Gut1_B06_046.seq -               71     798      58     792      32     813    1464    +    2.2e-124  414.2  20.1  -
Microbacteriaceae_Klugiella                      -          LKAP.g-Gut1_B06_046.seq -               48     900       6     899       2     901    1501    +    2.3e-124  414.4  17.2  -
Microbacteriaceae_Yonghaparkia                   -          LKAP.g-Gut1_B06_046.seq -               25     877       6     899       2     901    1476    +    2.3e-124  414.4  16.8  -
Fervidobacteraceae_Fervidobacterium              -          LKAP.g-Gut1_B06_046.seq -               25     824       5     858       2     894    1480    +    2.4e-124  414.3  18.3  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP.g-Gut1_B06_046.seq -               25     916       6     898       2     901    1486    +    2.4e-124  414.3  18.2  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP.g-Gut1_B06_046.seq -               43     880       5     826       2     847    1523    +    2.6e-124  414.4  20.5  -
Staphylococcaceae_Abyssicoccus                   -          LKAP.g-Gut1_B06_046.seq -               74     956       7     898       2     901    1576    +    2.7e-124  414.1  17.6  -
Flavobacteriaceae_Aquimarina                     -          LKAP.g-Gut1_B06_046.seq -               24     889       5     900       2     901    1453    +    2.9e-124  413.6  17.3  -
Intrasporangiaceae_Oryzobacter                   -          LKAP.g-Gut1_B06_046.seq -               29     883       6     899       2     901    1467    +      3e-124  414.0  16.8  -
Egibacteraceae_Egibacter                         -          LKAP.g-Gut1_B06_046.seq -               44     897       5     899       2     901    1516    +      3e-124  414.2  17.0  -
Rhodobacteraceae_Litorimicrobium                 -          LKAP.g-Gut1_B06_046.seq -               55     839      62     899      41     901    1386    +    3.1e-124  414.0  15.9  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP.g-Gut1_B06_046.seq -               70     884      57     899      18     901    1425    +    3.3e-124  413.8  16.9  -
Crocinitomicaceae_Brumimicrobium                 -          LKAP.g-Gut1_B06_046.seq -               75     803      59     792      38     863    1484    +    3.4e-124  413.6  19.1  -
Micromonosporaceae_Pseudosporangium              -          LKAP.g-Gut1_B06_046.seq -               44     893       5     899       2     901    1513    +    3.5e-124  413.8  17.4  -
Sphingobacteriaceae_Olivibacter                  -          LKAP.g-Gut1_B06_046.seq -               35     848       7     846       3     866    1469    +    3.6e-124  413.5  17.6  -
Egicoccaceae_Egicoccus                           -          LKAP.g-Gut1_B06_046.seq -               85     895      61     899      37     901    1512    +    3.7e-124  413.7  16.9  -
Flavobacteriaceae_Capnocytophaga                 -          LKAP.g-Gut1_B06_046.seq -               24     789       5     792       2     812    1439    +    3.8e-124  413.5  20.6  -
Lachnospiraceae_Kineothrix                       -          LKAP.g-Gut1_B06_046.seq -               33     895       5     899       2     901    1412    +    3.9e-124  413.7  17.1  -
Bacillaceae_Streptohalobacillus                  -          LKAP.g-Gut1_B06_046.seq -                1     886       2     881       2     900    1481    +    4.8e-124  413.1  18.3  -
Rhodobacteraceae_Rhodobaculum                    -          LKAP.g-Gut1_B06_046.seq -               77     863      61     899      40     901    1436    +    4.9e-124  413.5  15.8  -
Lachnospiraceae_Falcatimonas                     -          LKAP.g-Gut1_B06_046.seq -               42     906       5     899       2     901    1484    +      5e-124  413.3  17.3  -
Microbacteriaceae_Homoserinibacter               -          LKAP.g-Gut1_B06_046.seq -               32     887       5     899       2     901    1468    +    5.3e-124  413.1  17.0  -
Rhodobacteraceae_Sediminimonas                   -          LKAP.g-Gut1_B06_046.seq -               41     833      39     899      18     901    1368    +    5.3e-124  413.2  16.0  -
Micromonosporaceae_Polymorphospora               -          LKAP.g-Gut1_B06_046.seq -               24     870       5     899       2     901    1471    +    6.3e-124  413.0  17.4  -
Flavobacteriaceae_Psychroserpens                 -          LKAP.g-Gut1_B06_046.seq -               28     893       5     900       2     901    1466    +    6.7e-124  412.6  17.2  -
Mycoplasmataceae_Ureaplasma                      -          LKAP.g-Gut1_B06_046.seq -               76     909      63     900      43     901    1476    +    6.8e-124  412.7  16.0  -
Rhodobacteraceae_Marivivens                      -          LKAP.g-Gut1_B06_046.seq -               51     839      58     899      37     901    1385    +    6.8e-124  412.9  16.1  -
Bradyrhizobiaceae_Tardiphaga                     -          LKAP.g-Gut1_B06_046.seq -               58     841      63     899      42     901    1439    +    7.1e-124  412.8  15.9  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP.g-Gut1_B06_046.seq -               59     865      61     899      40     901    1441    +    7.3e-124  412.6  16.4  -
Flavobacteriaceae_Hyunsoonleella                 -          LKAP.g-Gut1_B06_046.seq -               24     888       5     899       2     900    1446    +    7.9e-124  412.3  17.2  -
Rhodobacteraceae_Salipiger                       -          LKAP.g-Gut1_B06_046.seq -               40     825      60     899      39     901    1364    +    8.4e-124  412.6  16.1  -
Micromonosporaceae_Krasilnikovia                 -          LKAP.g-Gut1_B06_046.seq -               43     891       5     899       2     901    1511    +    8.5e-124  412.6  17.6  -
Clostridiaceae_Anoxynatronum                     -          LKAP.g-Gut1_B06_046.seq -                9     871       5     899       2     901    1409    +    8.5e-124  412.6  17.7  -
Intrasporangiaceae_Ornithinibacter               -          LKAP.g-Gut1_B06_046.seq -               62     873      59     899      36     901    1441    +      1e-123  412.3  16.3  -
Bacillaceae_Allobacillus                         -          LKAP.g-Gut1_B06_046.seq -                3     897       7     898       5     901    1431    +    1.2e-123  412.0  18.2  -
Microbacteriaceae_Galbitalea                     -          LKAP.g-Gut1_B06_046.seq -               33     888       5     899       2     901    1467    +    1.3e-123  411.9  16.5  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP.g-Gut1_B06_046.seq -               87     819      56     793      34     896    1493    +    1.3e-123  411.8  17.9  -
Microbacteriaceae_Glaciibacter                   -          LKAP.g-Gut1_B06_046.seq -               67     887      62     899      40     901    1498    +    1.4e-123  411.7  16.7  -
Microbacteriaceae_Lysinibacter                   -          LKAP.g-Gut1_B06_046.seq -               45     897       6     899       2     901    1482    +    1.4e-123  411.8  16.7  -
Jiangellaceae_Haloactinopolyspora                -          LKAP.g-Gut1_B06_046.seq -                9     854       8     899       2     901    1432    +    1.5e-123  411.7  16.9  -
Microbacteriaceae_Huakuichenia                   -          LKAP.g-Gut1_B06_046.seq -               44     897       5     899       2     901    1482    +    1.6e-123  411.7  16.3  -
Lachnospiraceae_Acetitomaculum                   -          LKAP.g-Gut1_B06_046.seq -               52     903       5     886       2     900    1478    +    1.8e-123  411.6  17.3  -
Micromonosporaceae_Jishengella                   -          LKAP.g-Gut1_B06_046.seq -               44     890       5     899       2     901    1508    +    1.8e-123  411.5  17.4  -
Clostridiaceae_Caloranaerobacter                 -          LKAP.g-Gut1_B06_046.seq -               19     854      29     899      13     901    1443    +    1.8e-123  411.5  17.5  -
Aerococcaceae_Dolosicoccus                       -          LKAP.g-Gut1_B06_046.seq -               26     913       7     898       3     901    1510    +    1.9e-123  411.2  17.8  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP.g-Gut1_B06_046.seq -               32     885       5     899       2     901    1464    +    1.9e-123  411.4  16.3  -
