# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Lachnospiraceae_Falcatimonas                     -          LKAP-TSAKG2_H09_065_2018_2 -               42     876      19     869       6     872    1484    +      7e-150  498.8  18.2  -
Blastocatellaceae_Aridibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     865      16     869       8     872    1484    +    7.1e-150  498.5  17.8  -
Microbacteriaceae_Diaminobutyricibacter          -          LKAP-TSAKG2_H09_065_2018_2 -               32     859      18     872       6     872    1466    +    7.1e-150  498.7  18.7  -
Bacteriovoracaceae_Peredibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               19     861      15     871       6     872    1457    +    7.8e-150  498.8  19.1  -
Polyangiaceae_Byssovorax                         -          LKAP-TSAKG2_H09_065_2018_2 -               35     893      16     872       6     872    1529    +    8.4e-150  498.6  19.2  -
Kosmotogaceae_Kosmotoga                          -          LKAP-TSAKG2_H09_065_2018_2 -               24     859      18     871       8     872    1458    +    9.4e-150  498.6  19.2  -
Polyangiaceae_Jahnella                           -          LKAP-TSAKG2_H09_065_2018_2 -               40     899      16     872       6     872    1550    +    9.8e-150  498.3  18.4  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          LKAP-TSAKG2_H09_065_2018_2 -               40     874      16     872       6     872    1510    +    1.1e-149  498.2  18.2  -
Lachnospiraceae_Sporobacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     872      18     869       6     872    1511    +    1.2e-149  498.0  18.5  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-TSAKG2_H09_065_2018_2 -               25     858      15     872       6     872    1458    +    1.4e-149  498.1  19.2  -
Sphingobacteriaceae_Solitalea                    -          LKAP-TSAKG2_H09_065_2018_2 -               22     858      17     871       6     872    1475    +    1.8e-149  497.6  18.7  -
Ruminococcaceae_Mageeibacillus                   -          LKAP-TSAKG2_H09_065_2018_2 -               23     858      18     872       6     872    1480    +    2.1e-149  497.1  18.7  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-TSAKG2_H09_065_2018_2 -               20     861      16     869      10     871    1456    +    2.2e-149  497.0  19.0  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_H09_065_2018_2 -               23     869      18     872       6     872    1464    +    2.3e-149  496.9  18.9  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_H09_065_2018_2 -                1     791      71     872      71     872    1345    +    2.5e-149  497.0  19.2  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_H09_065_2018_2 -               28     869      17     872       9     872    1463    +    2.9e-149  496.5  19.2  -
Microbacteriaceae_Naasia                         -          LKAP-TSAKG2_H09_065_2018_2 -               32     857      18     872       6     872    1463    +    3.3e-149  496.6  18.7  -
Microbacteriaceae_Huakuichenia                   -          LKAP-TSAKG2_H09_065_2018_2 -               43     870      18     872       6     872    1482    +    3.5e-149  496.5  18.7  -
Ruminococcaceae_Blautia                          -          LKAP-TSAKG2_H09_065_2018_2 -               14     845      19     869       8     872    1457    +    3.6e-149  496.4  18.4  -
Kineosporiaceae_Thalassiella                     -          LKAP-TSAKG2_H09_065_2018_2 -               30     857      18     872       6     872    1466    +    4.1e-149  496.4  18.7  -
Clostridiaceae_Anaerosporobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     845      18     869       6     872    1442    +    4.9e-149  496.0  17.8  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_H09_065_2018_2 -               18     849      13     872       6     872    1476    +    5.5e-149  495.9  18.2  -
Helicobacteraceae_Sulfurimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               32     854      19     871       9     872    1452    +    6.1e-149  495.6  18.6  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               21     864      17     869      11     872    1465    +    6.4e-149  495.4  18.8  -
Lachnospiraceae_Cuneatibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               43     878      18     869       6     872    1485    +    6.8e-149  495.6  18.5  -
Polyangiaceae_Minicystis                         -          LKAP-TSAKG2_H09_065_2018_2 -               41     898      16     872       6     872    1550    +    7.1e-149  495.5  18.9  -
Lachnospiraceae_Agathobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               47     832      53     869      31     872    1434    +    7.1e-149  495.4  17.7  -
Beutenbergiaceae_Miniimonas                      -          LKAP-TSAKG2_H09_065_2018_2 -               22     851      17     872       6     872    1447    +    8.6e-149  495.1  18.6  -
Clostridiales_Flavonifractor                     -          LKAP-TSAKG2_H09_065_2018_2 -               17     854      18     869       7     872    1465    +    8.8e-149  495.2  18.0  -
Flammeovirgaceae_Marivirga                       -          LKAP-TSAKG2_H09_065_2018_2 -               20     857      16     871      10     872    1476    +    9.4e-149  495.1  18.4  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_H09_065_2018_2 -                1     786      67     872      67     872    1427    +    9.7e-149  495.1  18.4  -
Comamonadaceae_Verminephrobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               38     885      16     872       5     872    1469    +      1e-148  494.6  19.3  -
Microbacteriaceae_Rhodoluna                      -          LKAP-TSAKG2_H09_065_2018_2 -               12     836      19     871      10     872    1423    +    1.1e-148  495.0  18.6  -
Aquificaceae_Thermocrinis                        -          LKAP-TSAKG2_H09_065_2018_2 -               11     869      18     870      10     872    1482    +    1.1e-148  494.8  18.7  -
Lachnospiraceae_Murimonas                        -          LKAP-TSAKG2_H09_065_2018_2 -               51     825      62     869      41     872    1433    +    1.2e-148  494.6  17.9  -
Micromonosporaceae_Pseudosporangium              -          LKAP-TSAKG2_H09_065_2018_2 -               43     866      18     872       6     872    1513    +    1.2e-148  494.7  18.3  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     881      18     872       6     872    1479    +    1.3e-148  494.6  18.5  -
Pseudonocardiaceae_Thermotunica                  -          LKAP-TSAKG2_H09_065_2018_2 -               18     832      23     872       8     872    1446    +    1.4e-148  494.6  18.9  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-TSAKG2_H09_065_2018_2 -                7     832      19     871      14     872    1419    +    1.4e-148  494.3  17.9  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-TSAKG2_H09_065_2018_2 -               21     859      16     869       7     871    1445    +    1.4e-148  494.2  18.8  -
Acidobacteria_Luteitalea                         -          LKAP-TSAKG2_H09_065_2018_2 -               40     901      15     871       5     872    1506    +    1.5e-148  494.7  18.4  -
Porphyromonadaceae_Parabacteroides               -          LKAP-TSAKG2_H09_065_2018_2 -               44     882      19     869      12     872    1489    +      2e-148  494.1  18.8  -
Aquificaceae_Hydrogenobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               32     887      14     870       8     872    1524    +    2.2e-148  493.8  18.7  -
Microbacteriaceae_Compostimonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               31     857      18     872       6     872    1422    +    2.7e-148  493.5  18.7  -
Ruminococcaceae_Fournierella                     -          LKAP-TSAKG2_H09_065_2018_2 -               41     881      16     871       6     872    1491    +    2.7e-148  493.5  18.2  -
Ruminococcaceae_Papillibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               32     861      15     869       5     872    1491    +    2.8e-148  493.5  18.6  -
Cyclobacteriaceae_Belliella                      -          LKAP-TSAKG2_H09_065_2018_2 -               26     862      16     869      10     872    1451    +      3e-148  493.4  18.2  -
Spirochaetaceae_Borreliella                      -          LKAP-TSAKG2_H09_065_2018_2 -               36     872      16     869       8     872    1484    +    3.2e-148  493.2  18.6  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_H09_065_2018_2 -               30     855      18     872       6     872    1457    +    4.5e-148  492.7  18.7  -
Porphyromonadaceae_Paludibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               29     869      17     869      12     872    1471    +    4.5e-148  492.9  18.4  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_H09_065_2018_2 -               17     863      13     872       5     872    1477    +    4.6e-148  492.6  19.5  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               43     873      18     872       6     872    1490    +      5e-148  492.7  18.6  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_H09_065_2018_2 -               38     894      15     872       5     872    1513    +      5e-148  492.6  18.7  -
Bradymonadaceae_Bradymonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               23     860      18     872       6     872    1461    +    5.8e-148  492.2  18.3  -
Clostridiales_Catabacter                         -          LKAP-TSAKG2_H09_065_2018_2 -               23     862      18     869       6     872    1453    +      6e-148  492.3  18.4  -
Sporomusaceae_Anaerospora                        -          LKAP-TSAKG2_H09_065_2018_2 -               92     932      31     872      13     872    1517    +    6.1e-148  492.2  19.3  -
Oceanospirillaceae_Oleibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     862      18     872       6     872    1455    +    6.2e-148  492.3  19.3  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-TSAKG2_H09_065_2018_2 -               14     834      18     872       8     872    1441    +    7.5e-148  492.2  18.4  -
Clostridiales_Pseudoflavonifractor               -          LKAP-TSAKG2_H09_065_2018_2 -               23     861      18     869       6     872    1483    +    7.6e-148  492.1  17.8  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_H09_065_2018_2 -               13     854      17     872       8     872    1500    +    7.6e-148  491.7  18.9  -
Sphingobacteriaceae_Olivibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               28     867      15     871      10     872    1469    +    8.3e-148  491.8  19.1  -
Microbacteriaceae_Diaminobutyricimonas           -          LKAP-TSAKG2_H09_065_2018_2 -               31     858      18     872       6     872    1464    +    8.4e-148  492.0  18.8  -
Lachnospiraceae_Anaerobium                       -          LKAP-TSAKG2_H09_065_2018_2 -               60     836      61     869      41     872    1402    +    9.2e-148  491.8  17.5  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-TSAKG2_H09_065_2018_2 -               40     896      16     872       6     872    1533    +    1.1e-147  491.4  18.2  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_H09_065_2018_2 -               30     867      17     872       6     872    1437    +    1.1e-147  491.6  18.7  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     879      14     872       5     872    1531    +    1.2e-147  491.5  18.6  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_H09_065_2018_2 -               39     895      15     871       5     872    1527    +    1.2e-147  491.3  17.9  -
